"pl_name","WRI_weighted","WRI_temp_only","WRI_difference"
"K2-290 b",0.197106064690769,0.281583573230072,-0.084477508539303
"K2-290 c",0.133717815869695,0.14044786385754,-0.00673004798784499
"K2-292 b",0.133589191596102,0.170764018036838,-0.037174826440736
"K2-295 b",0.146070430160852,0.185285201131124,-0.039214770970272
"K2-3 b",0.0567629481739194,0.0959417114615443,-0.0391787632876249
"K2-3 c",0.0288606396714046,0.0629506025017196,-0.034089962830315
"K2-3 d",0.0154130631777549,0.0459837464652383,-0.0305706832874834
"K2-30 b",0.20123040379549,0.246427024686011,-0.045196620890521
"K2-32 b",0.120619154986747,0.181463837158943,-0.060844682172196
"K2-32 c",0.0818195129368853,0.129748044735434,-0.0479285317985487
"K2-32 d",0.0628802947049645,0.108348406491224,-0.0454681117862595
"K2-32 e",0.158972688750899,0.239803327134232,-0.080830638383333
"K2-329 b",0.105995455272904,0.13382416630576,-0.027828711032856
"K2-36 b",0.214105382191405,0.306549817848317,-0.092444435656912
"K2-36 c",0.122306251539941,0.185794716327414,-0.063488464787473
"K2-38 b",0.217037977782326,0.301964181081701,-0.084926203299375
"K2-38 c",0.142427985975782,0.209996688151224,-0.067568702175442
"K2-415 b",0.0623980069200685,0.0732937609864214,-0.0108957540663529
"K2-416 b",0.457776948075609,0.082108373882251,0.375668574193358
"K2-417 b",0.270180638625238,0.110386467276386,0.159794171348852
"K2-419 A b",0.0727543089844896,0.0642753420120755,0.0084789669724141
"K2-60 b",0.262150893408143,0.324892364914784,-0.062741471506641
"K2-66 b",0.23939351040846,0.317759152166713,-0.078365641758253
"K2-79 b",0.152518225987586,0.228593992815836,-0.07607576682825
"K2-97 b",0.284213654546546,0.367182126206914,-0.082968471660368
"K2-98 b",0.198749762829342,0.27011948131353,-0.071369718484188
"K2-99 b",0.230666179316033,0.269864723715385,-0.039198544399352
"KELT-10 b",0.250507645823995,0.31903294015744,-0.068525294333445
"KELT-11 b",0.289396128617497,0.404376735536137,-0.11498060691864
"KELT-12 b",0.331983253487456,0.426795404172929,-0.094812150685473
"KELT-14 b",0.373505452189237,0.470104195857641,-0.096598743668404
"KELT-16 b",0.504843203008269,0.593152115761853,-0.088308912753584
"KELT-17 b",0.400610614790932,0.499910834840649,-0.099300220049717
"KELT-18 b",0.395629455224427,0.499401319644358,-0.103771864419931
"KELT-19 A b",0.413200249960288,0.461187679922554,-0.047987429962266
