"pl_name","hostname","discoverymethod","default_flag","pl_eqt","pl_insol","pl_eqt_est","pl_orbeccen","st_met","st_teff","st_rad","st_mass","T_used","can_hold_water_temp","WRI_temp_prob"
"Kepler-290 d","Kepler-290","Transit",1,1589,1503.79,1589,0,-0.06,5142,0.755,0.84,1589,0,1.23213020154166e-08
"Kepler-296 b","Kepler-296","Transit",1,NA,6.5,444.686083809783,0.33,-0.08,3740,0.48,0.498,444.686083809783,0,0.108129431507553
"Kepler-296 c","Kepler-296","Transit",1,NA,14.8,546.248966577946,0.33,-0.08,3740,0.48,0.498,546.248966577946,0,0.0282196766378065
"Kepler-296 d","Kepler-296","Transit",1,NA,2.9,363.433284477437,0.33,-0.08,3740,0.48,0.498,363.433284477437,0,0.275546253179309
"Kepler-296 e","Kepler-296","Transit",1,NA,1.41,303.479931715485,0.33,-0.08,3740,0.48,0.498,303.479931715485,1,0.46927802155471
"Kepler-296 f","Kepler-296","Transit",1,NA,0.62,247.128664307901,0.33,-0.08,3740,0.48,0.498,247.128664307901,1,0.661478682718691
"Kepler-297 d","Kepler-297","Transit",1,325,2.62,325,0,-0.22,5618,0.897,0.846,325,1,0.395115956630972
"Kepler-307 b","Kepler-307","Transit",1,NA,59.7,774.138706166061,NA,0.19,5367,0.814,0.907,774.138706166061,0,0.00117441836331238
"Kepler-307 c","Kepler-307","Transit",1,NA,44,717.279417167038,NA,0.19,5367,0.814,0.907,717.279417167038,0,0.00261017338235014
"Kepler-311 d","Kepler-311","Transit",1,327,2.71,327,0,-0.1,5903,1.156,0.974,327,1,0.388410146839531
"Kepler-323 b","Kepler-323","Transit",1,1838,1900,1838,0.095,-0.14,6004,1.12,1.015,1838,0,3.70680310179341e-10
"Kepler-323 c","Kepler-323","Transit",1,1431,700,1431,0.095,-0.14,6004,1.12,1.015,1431,0,1.13816712691137e-07
"Kepler-347 d","Kepler-347","Transit",1,482,12.75,482,0,0.16,5592,1.451,1,482,0,0.0669166907175388
"Kepler-36 b","Kepler-36","Transit",1,NA,247,1104.0771907212,0,-0.18,5979,1.634,1.034,1104.0771907212,0,1.1325312855882e-05
"Kepler-36 c","Kepler-36","Transit",1,NA,191,1035.34130681647,0,-0.18,5979,1.634,1.034,1035.34130681647,0,2.97914861421046e-05
"Kepler-37 b","Kepler-37","Transit",1,718,44.5,718,0.098,-0.36,5357,0.789,0.79,718,0,0.00258390926155941
"Kepler-37 c","Kepler-37","Transit",1,615,23.9,615,0.099,-0.36,5357,0.789,0.79,615,0,0.010916273995788
"Kepler-37 d","Kepler-37","Transit",1,499,10.39,499,0.1,-0.36,5357,0.789,0.79,499,0,0.0534408733059573
"Kepler-38 b","Kepler-38","Transit",1,475,NA,475,0.032,-0.11,5623,1.752,0.941,475,0,0.0733354704791874
"Kepler-39 b","Kepler-39","Transit",1,897,NA,897,0.112,0.1,6350,1.4,1.29,897,0,0.000208654740774646
"Kepler-4 b","Kepler-4","Transit",1,1650,NA,1650,0,0.17,5857,1.487,1.223,1650,0,5.22253277638172e-09
"Kepler-40 b","Kepler-40","Transit",1,1620,NA,1620,0,0.1,6510,2.13,1.48,1620,0,7.96550569841827e-09
"Kepler-409 b","Kepler-409","Transit",1,438,6.15,438,0.69,0.05,5421,0.897,0.913,438,0,0.117542525349302
"Kepler-41 b","Kepler-41","Transit",1,1790,NA,1790,0,0.38,5750,1.29,1.15,1790,0,7.2833470570653e-10
"Kepler-411 b","Kepler-411","Transit",1,1138,NA,1138,0.146,NA,NA,0.82,0.87,1138,0,7.02663383899539e-06
"Kepler-411 c","Kepler-411","Transit",1,838,NA,838,0.108,NA,NA,0.82,0.87,838,0,0.000478480583425041
"Kepler-411 d","Kepler-411","Transit",1,410,NA,410,0.128,NA,NA,0.82,0.87,410,0,0.164940937562742
"Kepler-411 e","Kepler-411","Transit Timing Variations",1,503,NA,503,0.016,NA,NA,0.82,0.87,503,0,0.0506642197032574
"Kepler-412 b","Kepler-412","Transit",1,1850,NA,1850,NA,0.27,5750,1.287,1.167,1850,0,3.13088161203049e-10
"Kepler-416 d","Kepler-416","Transit",1,1253,583.25,1253,0,0.06,5670,1.022,0.949,1253,0,1.39308114588048e-06
"Kepler-42 b","Kepler-42","Transit",1,519,NA,519,NA,-0.33,3068,0.17,0.13,519,0,0.0408679406413167
"Kepler-42 c","Kepler-42","Transit",1,720,NA,720,NA,-0.33,3068,0.17,0.13,720,0,0.0025123853659214
"Kepler-42 d","Kepler-42","Transit",1,450,NA,450,NA,-0.33,3068,0.17,0.13,450,0,0.10112691018396
"Kepler-421 b","Kepler-421","Transit",1,185,NA,185,0.041,-0.25,5308,0.757,0.794,185,0,0.82406279281784
"Kepler-423 b","Kepler-423","Transit",1,1605,NA,1605,0.019,-0.1,5560,0.95,0.85,1605,0,9.83737986194973e-09
"Kepler-425 b","Kepler-425","Transit",1,1070,NA,1070,0.33,0.24,5170,0.86,0.93,1070,0,1.82934395672616e-05
"Kepler-426 b","Kepler-426","Transit",1,1300,NA,1300,0.18,-0.21,5725,0.92,0.91,1300,0,7.19045367323075e-07
"Kepler-427 b","Kepler-427","Transit",1,1100,NA,1100,0.57,-0.19,5800,1.35,0.96,1100,0,1.19940519698765e-05
"Kepler-428 b","Kepler-428","Transit",1,1070,NA,1070,0.22,0.09,5150,0.8,0.87,1070,0,1.82934395672616e-05
"Kepler-43 b","Kepler-43","Transit",1,1620,NA,1620,NA,0.33,6041,1.42,1.32,1620,0,7.96550569841827e-09
"Kepler-430 b","Kepler-430","Transit",1,667,NA,667,NA,0.2,5884,1.485,1.166,667,0,0.00528160288116741
"Kepler-430 c","Kepler-430","Transit",1,458,NA,458,NA,0.2,5884,1.485,1.166,458,0,0.0913438568539732
"Kepler-431 b","Kepler-431","Transit",1,1032,NA,1032,NA,0.07,6004,1.092,1.071,1032,0,3.12255800277493e-05
"Kepler-431 c","Kepler-431","Transit",1,951,NA,951,NA,0.07,6004,1.092,1.071,951,0,9.76064614414338e-05
"Kepler-431 d","Kepler-431","Transit",1,856,NA,856,NA,0.07,6004,1.092,1.071,856,0,0.000371459534045884
"Kepler-433 b","Kepler-433","Transit",1,1776,NA,1776,0.119,-0.01,6360,2.26,1.46,1776,0,8.86923213724217e-10
"Kepler-434 b","Kepler-434","Transit",1,1000,NA,1000,0.131,0.25,5977,1.38,1.198,1000,0,4.89843248274485e-05
"Kepler-435 b","Kepler-435","Transit",1,1729,NA,1729,0.114,-0.18,6161,3.21,1.538,1729,0,1.71832946127674e-09
"Kepler-436 b","Kepler-436","Transit",1,NA,1.69,317.53885589011,0.19,0.01,4651,0.697,0.729,317.53885589011,1,0.420463795681106
"Kepler-437 b","Kepler-437","Transit",1,NA,2.15,337.236687256408,0.02,0,4551,0.68,0.707,337.236687256408,1,0.354791515551343
"Kepler-438 b","Kepler-438","Transit",1,NA,1.4,302.940409703532,0.03,0.16,3748,0.52,0.544,302.940409703532,1,0.4711692274336
"Kepler-439 b","Kepler-439","Transit",1,NA,1.83,323.920155273281,0.03,0.02,5431,0.866,0.884,323.920155273281,1,0.398753225941282
"Kepler-44 b","Kepler-44","Transit",1,1544,NA,1544,0.066,0.15,5800,1.35,1.12,1544,0,2.32089165830222e-08
"Kepler-440 b","Kepler-440","Transit",1,NA,1.2,291.487886320701,0.34,-0.3,4134,0.559,0.575,291.487886320701,1,0.511423095055111
"Kepler-441 b","Kepler-441","Transit",1,NA,0.21,188.52980711179,0.1,-0.57,4340,0.55,0.572,188.52980711179,0,0.816745362840861
"Kepler-442 b","Kepler-442","Transit",1,NA,0.66,251.021652004359,0.04,-0.37,4402,0.598,0.609,251.021652004359,1,0.649105904920518
"Kepler-443 b","Kepler-443","Transit",1,NA,0.86,268.19446604139,0.11,-0.01,4723,0.706,0.738,268.19446604139,1,0.592296755361079
"Kepler-45 b","Kepler-45","Transit",1,1000,NA,1000,0.11,0.28,3820,0.55,0.59,1000,0,4.89843248274485e-05
"Kepler-452 b","Kepler-452","Transit",1,265,1.1,265,NA,0.21,5757,1.11,1.037,265,1,0.603104723704219
"Kepler-454 b","Kepler-454","Transit",1,916,117.7,916,0.32,0.32,5687,1.066,1.03,916,0,0.000159712583718673
"Kepler-46 b","Kepler-46","Transit",1,543,NA,543,0.01,0.41,5155,0.938,0.902,543,0,0.0295007994067919
"Kepler-46 c","Kepler-46","Transit Timing Variations",1,455,NA,455,0.0146,0.41,5155,0.938,0.902,455,0,0.0949085737228654
"Kepler-5 b","Kepler-5","Transit",1,1750,NA,1750,NA,0.04,6297,1.793,1.374,1750,0,1.27871544475293e-09
"Kepler-51 b","Kepler-51","Transit",1,543,NA,543,0.04,NA,6018,0.94,1.04,543,0,0.0295007994067919
"Kepler-51 c","Kepler-51","Transit",1,439,NA,439,0.014,NA,6018,0.94,1.04,439,0,0.116090802031733
"Kepler-51 d","Kepler-51","Transit",1,381,NA,381,0.008,NA,6018,0.94,1.04,381,0,0.22902084324532
"Kepler-538 b","Kepler-538","Transit",1,417,5.07,417,0.21,-0.09,5534,0.8717,0.892,417,0,0.151817864368246
"Kepler-539 b","Kepler-539","Transit",1,387.6,NA,387.6,0.39,-0.01,5820,0.952,1.048,387.6,0,0.213036447580102
"Kepler-539 c","Kepler-539","Transit Timing Variations",1,253,NA,253,0.5,-0.01,5820,0.952,1.048,253,1,0.642739332299351
"Kepler-549 d","Kepler-549","Transit",1,586,27.93,586,0,0.16,5312,0.986,0.859,586,0,0.0163272528283017
"Kepler-553 b","Kepler-553","Transit",1,1089,235,1089,NA,0.152,5191,0.902,0.889,1089,0,1.40018961896251e-05
"Kepler-553 c","Kepler-553","Transit",1,251,0.589,251,0.346,0.152,5191,0.902,0.889,251,1,0.64917529591779
"Kepler-58 e","Kepler-58","Transit",1,1212,511.6,1212,0,-0.12,6100,1.083,1.017,1212,0,2.48044682366484e-06
"Kepler-6 b","Kepler-6","Transit",1,1460,NA,1460,NA,0.34,5647,1.391,1.209,1460,0,7.56806664076292e-08
"Kepler-60 b","Kepler-60","Transit",1,NA,318,1176.06677118158,NA,-0.09,5905,1.257,1.041,1176.06677118158,0,4.11263137182992e-06
"Kepler-60 c","Kepler-60","Transit",1,NA,236,1091.57404401408,NA,-0.09,5905,1.257,1.041,1091.57404401408,0,1.35038280664767e-05
"Kepler-60 d","Kepler-60","Transit",1,NA,161,992.045676033483,NA,-0.09,5905,1.257,1.041,992.045676033483,0,5.47853018159695e-05
"Kepler-61 b","Kepler-61","Transit",1,273,NA,273,0.25,0.03,4017,0.62,0.635,273,1,0.575871550331999
"Kepler-619 d","Kepler-619","Transit",1,830,112.07,830,0,-0.18,6122,0.964,1.041,830,0,0.000535461365509687
"Kepler-62 b","Kepler-62","Transit",1,750,NA,750,NA,-0.37,4925,0.64,0.69,750,0,0.00164865570824219
"Kepler-62 c","Kepler-62","Transit",1,578,NA,578,NA,-0.37,4925,0.64,0.69,578,0,0.0182371781947584
"Kepler-62 d","Kepler-62","Transit",1,510,NA,510,NA,-0.37,4925,0.64,0.69,510,0,0.0461309864021509
"Kepler-62 e","Kepler-62","Transit",1,270,NA,270,NA,-0.37,4925,0.64,0.69,270,1,0.586147557341313
"Kepler-62 f","Kepler-62","Transit",1,208,NA,208,NA,-0.37,4925,0.64,0.69,208,1,0.772148095279618
"Kepler-656 c","Kepler-656","Transit",1,975,213.25,975,0,0.46,5550,0.954,1.05,975,0,6.96345821386513e-05
"Kepler-68 b","Kepler-68","Transit",1,1275,441,1275,0.09,0.11,5847,1.2564,1.057,1275,0,1.02219317564814e-06
"Kepler-68 c","Kepler-68","Transit",1,1052,204,1052,0.099,0.11,5847,1.2564,1.057,1052,0,2.3566353490482e-05
"Kepler-69 b","Kepler-69","Transit",1,779,NA,779,0.16,-0.29,5638,0.93,0.81,779,0,0.00109685403581096
"Kepler-69 c","Kepler-69","Transit",1,299,NA,299,0.14,-0.29,5638,0.93,0.81,299,1,0.485003347335892
"Kepler-7 b","Kepler-7","Transit",1,1630,NA,1630,NA,0.11,5933,1.966,1.359,1630,0,6.91994474347704e-09
"Kepler-725 b","Kepler-725","Transit",1,514,12.1,514,0.231,NA,5395,0.88,0.95,514,0,0.0437165950469177
"Kepler-725 c","Kepler-725","Transit Timing Variations",1,268,1.4,268,0.436,NA,5395,0.88,0.95,268,1,0.5929573734912
"Kepler-730 b","Kepler-730","Transit",1,1219,NA,1219,NA,0.21,5620,1.411,1.047,1219,0,2.24777332734526e-06
"Kepler-730 c","Kepler-730","Transit",1,1607,NA,1607,NA,0.21,5620,1.411,1.047,1607,0,9.56439043444729e-09
"Kepler-74 b","Kepler-74","Transit",1,1078,NA,1078,0,0.42,6000,1.12,1.18,1078,0,1.63458547202676e-05
"Kepler-75 b","Kepler-75","Transit",1,767,NA,767,0.57,0.3,5200,0.89,0.91,767,0,0.0012983569076402
"Kepler-76 b","Kepler-76","Orbital Brightness Modulation",1,2140,NA,2140,NA,-0.1,6409,1.32,1.2,2140,0,5.28999884170722e-12
"Kepler-763 c","Kepler-763","Transit",1,938,182.9,938,0,0.18,4999,0.843,0.8,938,0,0.000117196327911232
"Kepler-763 d","Kepler-763","Transit",1,804,98.81,804,0,0.18,4999,0.843,0.8,804,0,0.000771815179737166
"Kepler-77 b","Kepler-77","Transit",1,1440,NA,1440,0,0.2,5520,0.99,0.95,1440,0,1.00278167724633e-07
"Kepler-78 b","Kepler-78","Transit",1,2223,4070,2223,0,-0.18,5058,0.7475,0.779,2223,0,1.64526760572886e-12
"Kepler-784 c","Kepler-784","Transit",1,844,119.87,844,0,0.1,5676,1.487,1.016,844,0,0.000439758970595416
"Kepler-8 b","Kepler-8","Transit",1,1680,NA,1680,NA,-0.055,6213,1.486,1.213,1680,0,3.42412015096978e-09
"Kepler-80 g","Kepler-80","Transit",1,418,NA,418,NA,0.04,4540,0.678,0.83,418,0,0.150014782555275
"Kepler-849 b","Kepler-849","Transit",1,362.7,2.86,362.7,0.078,0.145,5950,1.822,1.259,362.7,0,0.27761074856538
"Kepler-864 c","Kepler-864","Transit",1,1532,1305.04,1532,0,0.36,6213,1.195,1.27,1532,0,2.74781656662783e-08
"Kepler-865 c","Kepler-865","Transit",1,914,164.98,914,0,-0.24,5440,0.885,0.782,914,0,0.00016427039483668
"Kepler-87 b","Kepler-87","Transit",1,478,NA,478,0.036,-0.17,5600,1.82,1.1,478,0,0.070517897709395
"Kepler-87 c","Kepler-87","Transit",1,403,NA,403,0.039,-0.17,5600,1.82,1.1,403,0,0.178959025179097
"Kepler-880 c","Kepler-880","Transit",1,1407,926.72,1407,0,0,6900,2.599,1.714,1407,0,1.5954079864257e-07
"Kepler-896 c","Kepler-896","Transit",1,515,16.56,515,0,-0.16,5510,0.803,0.877,515,0,0.0431321018028469
"Kepler-9 d","Kepler-9","Transit",1,2026,NA,2026,NA,0.12,5777,1.02,1.07,2026,0,2.63098189362638e-11
"Kepler-90 i","KOI-351","Transit",1,709,NA,709,NA,0.098,6015,1.29,1.12,709,0,0.00293173987388773
"Kepler-91 b","Kepler-91","Transit",1,2040,NA,2040,NA,0.11,4550,6.3,1.31,2040,0,2.16054264142256e-11
"Kepler-93 b","Kepler-93","Transit",1,1133,275,1133,0,-0.18,5669,0.919,0.911,1133,0,7.53880419719964e-06
"Kepler-949 c","Kepler-949","Transit",1,582,27.2,582,0,0.08,5211,0.895,0.817,582,0,0.0172562748209993
"Kepler-975 c","Kepler-975","Transit",1,1168,439.8,1168,0,0.56,4883,1.667,0.951,1168,0,4.60697859179301e-06
"L 168-9 b","L 168-9","Transit",1,998,NA,998,0,-0.03,3842,0.604,0.614,998,0,5.03823782936936e-05
"L 363-38 b","L 363-38","Radial Velocity",1,330,NA,330,NA,NA,3129,0.274,0.21,330,1,0.378430847563866
"L 98-59 b","L 98-59","Transit",1,620,24.5,620,0.031,-0.46,3415,0.3155,0.2923,620,0,0.0101821917525333
"L 98-59 c","L 98-59","Transit",1,526,12.7,526,0.002,-0.46,3415,0.3155,0.2923,526,0,0.0371769136574505
"L 98-59 d","L 98-59","Transit",1,416,4.97,416,0.006,-0.46,3415,0.3155,0.2923,416,0,0.153638700779222
"L 98-59 e","L 98-59","Radial Velocity",1,347,2.4,347,0.012,-0.46,3415,0.3155,0.2923,347,1,0.324005309590768
"L 98-59 f","L 98-59","Radial Velocity",1,285,1.1,285,0.044,-0.46,3415,0.3155,0.2923,285,1,0.534194813258767
"LHS 1140 b","LHS 1140","Transit",1,226,0.43,226,0.043,-0.15,3096,0.2159,0.1844,226,1,0.724560592012494
"LHS 1140 c","LHS 1140","Transit",1,422,5.3,422,0.05,-0.15,3096,0.2159,0.1844,422,0,0.142978323407121
"LHS 1478 b","LHS 1478","Transit",1,595,NA,595,NA,-0.13,3381,0.246,0.236,595,0,0.014413111357242
"LHS 1678 b","LHS 1678","Transit",1,NA,94.3,867.866895563987,0.033,NA,3490,0.329,0.345,867.866895563987,0,0.000314352456491176
"LHS 1678 c","LHS 1678","Transit",1,NA,13.5,533.836963597761,0.039,NA,3490,0.329,0.345,533.836963597761,0,0.0334249052206007
"LHS 1678 d","LHS 1678","Transit",1,NA,9.1,483.710536512727,0.036,NA,3490,0.329,0.345,483.710536512727,0,0.0654293997799413
"LHS 3844 b","LHS 3844","Transit",1,805,70.1,805,NA,NA,3036,0.189,0.151,805,0,0.000761039024049872
"LHS 475 b","LHS 475","Transit",1,586,NA,586,NA,NA,3300,0.2789,0.262,586,0,0.0163272528283017
"LP 261-75 b","LP 261-75 A","Imaging",1,1500,NA,1500,NA,NA,NA,NA,0.22,1500,0,4.31064298840213e-08
"LP 714-47 b","LP 714-47","Transit",1,700,NA,700,0.04,0.41,3950,0.584,0.59,700,0,0.00332623724249351
"LP 791-18 b","LP 791-18","Transit",1,564.3,24.14,564.3,NA,-0.09,2960,0.182,0.139,564.3,0,0.0220291958906788
"LP 791-18 c","LP 791-18","Transit",1,324.4,2.637,324.4,8e-05,-0.09,2960,0.182,0.139,324.4,1,0.39713554678054
"LP 791-18 d","LP 791-18","Transit",1,395.5,5.83,395.5,0.0015,-0.09,2960,0.182,0.139,395.5,0,0.194993887179665
"LP 890-9 b","LP 890-9","Transit",1,396,4.09,396,NA,-0.028,2850,0.1556,0.118,396,0,0.193891864407751
"LP 890-9 c","LP 890-9","Transit",1,272,0.906,272,NA,-0.028,2850,0.1556,0.118,272,1,0.5793046435584
"LTT 1445 A b","LTT 1445 A","Transit",1,555,NA,555,NA,-0.34,3340,0.265,0.257,555,0,0.0250320304749469
"LTT 1445 A c","LTT 1445 A","Transit",1,508,10.9,508,0.223,-0.34,3340,0.265,0.257,508,0,0.0473852781515513
"LTT 3780 b","LTT 3780","Transit",1,903,111,903,0,0.06,3358,0.38,0.381,903,0,0.000191764917229276
"LTT 3780 c","LTT 3780","Transit",1,359,2.76,359,0.024,0.06,3358,0.38,0.381,359,0,0.28817164908691
"LTT 9779 b","LTT 9779","Transit",1,1978,NA,1978,0,0.27,5443,0.949,1.02,1978,0,5.1695096049833e-11
"MASCARA-1 b","MASCARA-1","Transit",1,2594.3,NA,2594.3,0.00034,0.15,7490,2.082,1.9,2594.3,0,8.85513672225384e-15
"MASCARA-4 b","MASCARA-4","Transit",1,2250,NA,2250,NA,NA,7800,1.79,1.75,2250,0,1.12522036882993e-12
"MWC 758 c","MWC 758","Imaging",1,500,NA,500,NA,NA,NA,NA,1.5,500,0,0.0527335354668783
"NGC 2682 Sand 1429 b","NGC 2682 Sand 1429","Radial Velocity",1,683,NA,683,0,-0.013,6000,2.13,1.26,683,0,0.00422134883841427
"NGTS-1 b","NGTS-1","Transit",1,790,65.3,790,0.016,0,3916,0.573,0.617,790,0,0.00093971325614524
"NGTS-10 b","NGTS-10","Transit",1,1332,NA,1332,0,-0.02,4600,0.697,0.696,1332,0,4.58355113610267e-07
"NGTS-11 b","NGTS-11","Transit",1,435,NA,435,0.13,0.22,5050,0.832,0.862,435,0,0.121992387359851
"NGTS-12 b","NGTS-12","Transit",1,1257,416,1257,0,-0.03,5690,1.589,1.021,1257,0,1.31683741324959e-06
"NGTS-13 b","NGTS-13","Transit",1,1605,1096,1605,0.086,0.25,5819,1.788,1.3,1605,0,9.83737986194973e-09
"NGTS-14 A b","NGTS-14 A","Transit",1,1143,NA,1143,0,0.1,5187,0.842,0.898,1143,0,6.54925902010438e-06
"NGTS-15 b","NGTS-15","Transit",1,1146,425,1146,0,0.15,5600,0.954,0.995,1146,0,6.27854579831212e-06
"NGTS-16 b","NGTS-16","Transit",1,1177,480,1177,0,0.35,5550,1.213,1.002,1177,0,4.05897875557637e-06
"NGTS-17 b","NGTS-17","Transit",1,1457,1160,1457,0,0.15,5650,1.337,1.025,1457,0,7.89438248286792e-08
"NGTS-18 b","NGTS-18","Transit",1,1381,845,1381,0,0.15,5610,1.392,1.003,1381,0,2.30016833292864e-07
"NGTS-2 b","NGTS-2","Transit",1,1468,NA,1468,0,-0.06,6478,1.702,1.64,1468,0,6.76233014749569e-08
"NGTS-20 b","NGTS-20","Transit",1,688,NA,688,0.432,0.15,5980,1.78,1.47,688,0,0.00393568606305426
"NGTS-21 b","NGTS-21","Transit",1,1357,NA,1357,0,-0.26,4660,0.86,0.72,1357,0,3.22422487032158e-07
"NGTS-23 b","NGTS-23","Transit",1,1327,NA,1327,0,-0.26,6057,1.24,1.01,1327,0,4.91764789202905e-07
"NGTS-24 b","NGTS-24","Transit",1,1499,NA,1499,0,0.27,5820,1.64,1.26,1499,0,4.37172794808093e-08
"NGTS-25 b","NGTS-25","Transit",1,1101,NA,1101,0,0.12,5321,0.86,0.91,1101,0,1.18264643348462e-05
"NGTS-26 b","NGTS-26","Transit",1,1331,523,1331,0,0.2,5550,1.16,0.96,1331,0,4.64850337621545e-07
"NGTS-27 b","NGTS-27","Transit",1,1783,1680,1783,0,0,5700,1.77,1.07,1783,0,8.03726917464608e-10
"NGTS-30 b","NGTS-30","Transit",1,500,NA,500,0.294,-0.03,5455,0.913,0.94,500,0,0.0527335354668783
"NGTS-33 b","NGTS-33","Transit",1,1991,2620,1991,0,-0.11,7437,1.47,1.6,1991,0,4.30531965766821e-11
"NGTS-4 b","NGTS-4","Transit",1,1650,NA,1650,0,-0.28,5143,0.84,0.75,1650,0,5.22253277638172e-09
"NGTS-5 b","NGTS-5","Transit",1,952,NA,952,0,0.12,4987,0.739,0.661,952,0,9.62427642346608e-05
"NGTS-6 b","NGTS-6","Transit",1,1283.9,NA,1283.9,0,0.11,4730,0.754,0.767,1283.9,0,9.01871125843992e-07
"NGTS-8 b","NGTS-8","Transit",1,1345,503,1345,0.01,0.24,5241,0.98,0.89,1345,0,3.81731650156108e-07
"NGTS-9 b","NGTS-9","Transit",1,1448,729,1448,0.06,0.31,6330,1.38,1.34,1448,0,8.96020226438419e-08
"OGLE-2005-BLG-071L b","OGLE-2005-BLG-071L","Microlensing",1,55,NA,55,NA,NA,NA,NA,0.46,55,0,0.966862284674012
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L","Microlensing",1,50,NA,50,NA,NA,NA,NA,0.22,50,0,0.96904391443462
"OGLE-TR-132 b","OGLE-TR-132","Transit",1,2013,NA,2013,NA,0.37,6210,1.32,1.305,2013,0,3.1590885813693e-11
"OGLE-TR-56 b","OGLE-TR-56","Transit",1,2212,NA,2212,NA,NA,6050,1.363,1.228,2212,0,1.9206947353994e-12
"Oph 11 b","Oph 11","Imaging",1,2175,NA,2175,NA,NA,2375,NA,0.016,2175,0,3.23271958328173e-12
"PDS 70 b","PDS 70","Imaging",1,1204,NA,1204,0.19,NA,3972,NA,NA,1204,0,2.77599304590414e-06
"PDS 70 c","PDS 70","Imaging",1,995,NA,995,0.11,NA,3972,NA,NA,995,0,5.25546246877109e-05
"PH1 b","PH1","Transit",1,481,NA,481,0.0702,0.21,6407,1.734,1.528,481,0,0.067800656599152
"PH2 b","PH2","Transit",1,295.1,1.2,295.1,0.215,0.017,5734,0.949,0.966,295.1,1,0.498718333897585
"Proxima Cen b","Proxima Cen","Radial Velocity",1,218,0.641,218,0,NA,2900,0.141,0.1221,218,1,0.746450046654771
"Proxima Cen d","Proxima Cen","Radial Velocity",1,282,1.814,282,0,NA,2900,0.141,0.1221,282,1,0.544682206073296
"Qatar-1 b","Qatar-1","Transit",1,1418,NA,1418,0,0.171,5013,0.803,0.838,1418,0,1.36662692392548e-07
"Qatar-10 b","Qatar-10","Transit",1,1955,NA,1955,0,0.016,6124,1.254,1.156,1955,0,7.14502935779444e-11
"Qatar-2 b","Qatar-2","Transit",1,1344,NA,1344,0,0.02,4645,0.776,0.743,1344,0,3.87141064601394e-07
"Qatar-3 b","Qatar-3","Transit",1,1681,1330,1681,0,-0.041,6007,1.272,1.145,1681,0,3.37627585412619e-09
"Qatar-4 b","Qatar-4","Transit",1,1385,614,1385,0,0.103,5215,0.849,0.896,1385,0,2.17427931870436e-07
"Qatar-5 b","Qatar-5","Transit",1,1415,669,1415,0,0.377,5747,1.076,1.128,1415,0,1.42555240758262e-07
"Qatar-6 b","Qatar-6","Transit",1,1006,NA,1006,0,-0.025,5052,0.722,0.822,1006,0,4.50186443372666e-05
"Qatar-7 b","Qatar-7","Transit",1,2053,NA,2053,0,0.276,6387,1.564,1.409,2053,0,1.79936346309008e-11
"Qatar-8 b","Qatar-8","Transit",1,1457,NA,1457,0,0.025,5738,1.315,1.029,1457,0,7.89438248286792e-08
"Qatar-9 b","Qatar-9","Transit",1,1134,NA,1134,0,0.252,4309,0.696,0.719,1134,0,7.43346732524324e-06
"ROXs 42 B b","ROXs 42 B","Imaging",1,1975,NA,1975,NA,NA,NA,NA,1,1975,0,5.39240576765882e-11
"Ross 128 b","Ross 128","Radial Velocity",1,301,1.38,301,0.116,-0.02,3192,0.1967,0.168,301,1,0.477977473112639
"Ross 176 b","Ross 176","Transit",1,682,36.2,682,0.25,-0.19,4041,0.569,0.577,682,0,0.00428091235492134
"SPECULOOS-3 b","SPECULOOS-3","Transit",1,553,15.54,553,NA,0.07,2800,0.123,0.1009,553,0,0.0257281194937122
"TIC 139270665 b","TIC 139270665","Transit",1,703,40.3,703,0.105,0.156,5844,1.016,1.035,703,0,0.00318918504909605
"TIC 139270665 c","TIC 139270665","Radial Velocity",1,200,0.21,200,0.566,0.156,5844,1.016,1.035,200,1,0.791344793089244
"TIC 237913194 b","TIC 237913194","Transit",1,974,NA,974,0.575,0.14,5788,1.088,1.026,974,0,7.0621285385259e-05
"TIC 257060897 b","TIC 257060897","Transit",1,1762,NA,1762,0.03,NA,NA,1.82,1.32,1762,0,1.0800429814101e-09
"TIC 393818343 b","TIC 393818343","Transit",1,805.5,2.28,805.5,0.6058,0.318,5756,1.086,1.082,805.5,0,0.000755707457056477
"TIC 434398831 b","TIC 434398831","Transit",1,1250,NA,1250,0.04,-0.081,5638,0.909,0.992,1250,0,1.45314718970977e-06
"TIC 434398831 c","TIC 434398831","Transit",1,1050,NA,1050,0.013,-0.081,5638,0.909,0.992,1050,0,2.42389744501643e-05
"TIC 46432937 b","TIC 46432937","Transit",1,872,NA,872,0.009,0.323,3572,0.5299,0.563,872,0,0.000296597079535946
"TIC 4672985 b","TIC 4672985","Transit",1,517.2,NA,517.2,0.018,0.14,5757,1.15,1.01,517.2,0,0.0418723790905698
"TIC 88785435 b","TIC 88785435","Transit",1,635,NA,635,0.131,-0.08,3998,0.911,0.724,635,0,0.00826071116173178
"TOI-1052 b","TOI-1052","Transit",1,1135,246,1135,0.18,0.14,6146,1.264,1.204,1135,0,7.32960227494112e-06
"TOI-1052 c","TOI-1052","Radial Velocity",1,719,39.7,719,0.237,0.14,6146,1.264,1.204,719,0,0.00254789699209422
"TOI-1062 b","TOI-1062","Transit",1,1077,232,1077,0.177,0.14,5328,0.84,0.94,1077,0,1.65774835910547e-05
