pl_name,hostname,discoverymethod,default_flag,pl_eqt,pl_insol,pl_eqt_est,pl_orbeccen,st_met,st_teff,st_rad,st_mass
Kepler-1655 b,Kepler-1655,Transit,1,938.0,129.1,938.0,0.19,-0.24,6148.0,1.03,1.03
Kepler-1661 b,Kepler-1661,Transit,1,243.0,0.88,243.0,0.057,-0.12,5100.0,0.762,0.841
Kepler-1669 d,Kepler-1669,Transit,1,669.0,47.3,669.0,0.0,-0.2,4224.0,0.603,0.609
Kepler-167 b,Kepler-167,Transit,1,918.0,,918.0,0.0,0.02,4884.0,0.749,0.777
Kepler-167 c,Kepler-167,Transit,1,771.0,,771.0,0.0,0.02,4884.0,0.749,0.777
Kepler-167 d,Kepler-167,Transit,1,538.0,,538.0,0.0,0.02,4884.0,0.749,0.777
Kepler-167 e,Kepler-167,Transit,1,134.4,,134.4,0.29,0.02,4884.0,0.749,0.777
Kepler-17 b,Kepler-17,Transit,1,1570.0,,1570.0,0.011,0.26,5781.0,1.01034,1.04
Kepler-1704 b,Kepler-1704,Transit,1,253.8,0.342,253.8,0.92,0.196,5746.0,1.697,1.132
Kepler-1708 b,Kepler-1708,Transit,1,,0.561,241.02712186136642,0.4,0.0,6157.0,1.117,1.088
Kepler-177 b,Kepler-177,Transit,1,,30.4,653.9485714708184,0.0,-0.11,5732.0,1.324,0.921
Kepler-177 c,Kepler-177,Transit,1,,25.4,625.221103560869,0.0,-0.11,5732.0,1.324,0.921
Kepler-1801 c,Kepler-1801,Transit,1,371.0,4.47,371.0,0.0,-0.06,5738.0,0.981,0.936
Kepler-1814 c,Kepler-1814,Transit,1,1711.0,2011.27,1711.0,0.0,0.2,4922.0,0.823,0.79
Kepler-1834 c,Kepler-1834,Transit,1,1541.0,1334.22,1541.0,0.0,0.16,4821.0,0.788,0.765
Kepler-1859 c,Kepler-1859,Transit,1,1327.0,732.82,1327.0,0.0,0.16,5887.0,1.235,1.09
Kepler-186 f,Kepler-186,Transit,1,,0.3,206.11306105110145,0.04,-0.26,3755.0,0.523,0.544
Kepler-1869 c,Kepler-1869,Transit,1,1455.0,1056.84,1455.0,0.0,-0.06,5808.0,0.902,0.987
Kepler-1876 b,Kepler-1876,Transit,1,1299.0,475.0,1299.0,0.098,0.01,6104.0,1.477,1.187
Kepler-1894 c,Kepler-1894,Transit,1,1007.0,243.06,1007.0,0.0,0.0,5772.0,0.901,0.999
Kepler-19 b,Kepler-19,Transit,1,851.0,87.6,851.0,0.41,-0.13,5541.0,0.859,0.936
Kepler-1921 c,Kepler-1921,Transit,1,1791.0,2436.47,1791.0,0.0,0.02,6120.0,2.0,1.251
Kepler-1976 b,Kepler-1976,Transit Timing Variations,1,1103.0,349.4,1103.0,0.0,0.1,5712.0,1.082,0.976
Kepler-1977 b,Kepler-1977,Transit,1,798.0,95.61,798.0,0.0,-0.06,4805.0,0.688,0.769
Kepler-1978 b,Kepler-1978,Transit,1,676.0,49.3,676.0,0.0,-0.04,5251.0,0.778,0.869
Kepler-1979 b,Kepler-1979,Transit,1,683.0,51.32,683.0,0.0,-0.06,5942.0,0.938,1.028
Kepler-1980 b,Kepler-1980,Transit,1,564.0,23.95,564.0,0.0,0.14,5819.0,0.99,1.049
Kepler-1981 b,Kepler-1981,Transit,1,390.0,5.45,390.0,0.0,0.12,5874.0,3.006,1.519
Kepler-1982 b,Kepler-1982,Transit,1,1282.0,638.38,1282.0,0.0,0.21,6202.0,1.122,1.213
Kepler-1983 b,Kepler-1983,Transit,1,807.0,100.13,807.0,0.0,0.12,5135.0,0.874,0.812
Kepler-1984 b,Kepler-1984,Transit,1,675.0,48.82,675.0,0.0,-0.14,3638.0,0.42,0.45
Kepler-1985 b,Kepler-1985,Transit,1,1129.0,382.68,1129.0,0.0,0.14,5370.0,0.966,0.877
Kepler-1986 b,Kepler-1986,Transit,1,579.0,26.62,579.0,0.0,-0.54,5549.0,0.732,0.776
Kepler-1987 b,Kepler-1987,Transit,1,997.0,233.38,997.0,0.0,0.12,4769.0,0.714,0.799
Kepler-1987 c,Kepler-1987,Transit,1,860.0,129.44,860.0,0.0,0.12,4769.0,0.714,0.799
Kepler-1987 d,Kepler-1987,Transit,1,744.0,72.38,744.0,0.0,0.12,4769.0,0.714,0.799
Kepler-1987 e,Kepler-1987,Transit,1,643.0,40.33,643.0,0.0,0.12,4769.0,0.714,0.799
Kepler-1988 b,Kepler-1988,Transit,1,1105.0,351.79,1105.0,0.0,-0.1,6033.0,1.788,1.127
Kepler-1989 b,Kepler-1989,Transit,1,904.0,157.97,904.0,0.0,-0.14,6032.0,1.06,0.999
Kepler-1990 b,Kepler-1990,Transit,1,1554.0,1372.87,1554.0,0.0,0.21,5751.0,1.071,1.028
Kepler-1990 c,Kepler-1990,Transit,1,1170.0,442.08,1170.0,0.0,0.21,5751.0,1.071,1.028
Kepler-1991 b,Kepler-1991,Transit,1,760.0,78.79,760.0,0.0,0.16,5478.0,1.053,0.914
Kepler-1991 c,Kepler-1991,Transit,1,634.0,38.27,634.0,0.0,0.16,5478.0,1.053,0.914
Kepler-1992 b,Kepler-1992,Transit,1,637.0,38.99,637.0,0.0,0.0,5383.0,0.842,0.874
Kepler-1993 b,Kepler-1993,Transit,1,903.0,157.45,903.0,0.0,-0.04,5159.0,3.062,1.373
Kepler-1994 b,Kepler-1994,Transit,1,1032.0,268.27,1032.0,0.0,0.16,5495.0,0.961,0.932
Kepler-1995 b,Kepler-1995,Transit,1,375.0,4.66,375.0,0.0,0.48,5029.0,0.93,0.847
Kepler-1996 b,Kepler-1996,Transit,1,392.0,5.61,392.0,0.0,0.08,4580.0,0.675,0.748
Kepler-1996 c,Kepler-1996,Transit,1,276.0,1.38,276.0,0.0,0.08,4580.0,0.675,0.748
Kepler-1997 b,Kepler-1997,Transit,1,660.0,44.86,660.0,0.0,-0.06,6215.0,1.052,1.111
Kepler-1998 b,Kepler-1998,Transit,1,1187.0,468.31,1187.0,0.0,0.06,5640.0,0.921,0.962
Kepler-1999 b,Kepler-1999,Transit,1,577.0,26.17,577.0,0.0,-0.24,4406.0,0.628,0.632
Kepler-20 b,Kepler-20,Transit,1,1187.0,331.0,1187.0,0.083,0.07,5495.0,0.9164,0.929
Kepler-20 c,Kepler-20,Transit,1,828.0,78.7,828.0,0.076,0.07,5495.0,0.9164,0.929
Kepler-20 d,Kepler-20,Transit,1,430.0,5.71,430.0,0.082,0.07,5495.0,0.9164,0.929
Kepler-20 e,Kepler-20,Transit,1,1004.0,169.8,1004.0,0.092,0.07,5495.0,0.9164,0.929
Kepler-20 f,Kepler-20,Transit,1,681.0,35.9,681.0,0.094,0.07,5495.0,0.9164,0.929
Kepler-20 g,Kepler-20,Radial Velocity,1,524.0,,524.0,0.15,0.07,5495.0,0.9639,0.948
Kepler-2000 b,Kepler-2000,Transit,1,530.0,18.73,530.0,0.0,0.48,3757.0,0.576,0.581
Kepler-2000 c,Kepler-2000,Transit,1,359.0,3.92,359.0,0.0,0.48,3757.0,0.576,0.581
Kepler-2001 b,Kepler-2001,Transit,1,1402.0,911.28,1402.0,0.0,0.12,5081.0,0.77,0.864
Kepler-2001 c,Kepler-2001,Transit,1,597.0,30.1,597.0,0.0,0.12,5081.0,0.77,0.864
Kepler-21 b,Kepler-21,Transit,1,2015.0,2749.0,2015.0,0.0,-0.03,6305.0,1.902,1.408
Kepler-22 b,Kepler-22,Transit,1,279.0,1.013,279.0,0.72,-0.255,5596.0,0.869,0.857
Kepler-26 b,Kepler-26,Transit,1,,7.6,462.4114694342712,,-0.13,3914.0,0.512,0.544
Kepler-26 c,Kepler-26,Transit,1,,4.82,412.65485499787445,,-0.13,3914.0,0.512,0.544
Kepler-29 b,Kepler-29,Transit,1,,55.9,761.5144549853139,0.0,-0.44,5378.0,0.732,0.761
Kepler-29 c,Kepler-29,Transit,1,,34.4,674.4733745128166,0.0,-0.44,5378.0,0.732,0.761
Kepler-290 d,Kepler-290,Transit,1,1589.0,1503.79,1589.0,0.0,-0.06,5142.0,0.755,0.84
Kepler-296 b,Kepler-296,Transit,1,,6.5,444.6860838097826,0.33,-0.08,3740.0,0.48,0.498
Kepler-296 c,Kepler-296,Transit,1,,14.8,546.2489665779458,0.33,-0.08,3740.0,0.48,0.498
Kepler-296 d,Kepler-296,Transit,1,,2.9,363.43328447743676,0.33,-0.08,3740.0,0.48,0.498
Kepler-296 e,Kepler-296,Transit,1,,1.41,303.4799317154854,0.33,-0.08,3740.0,0.48,0.498
Kepler-296 f,Kepler-296,Transit,1,,0.62,247.1286643079011,0.33,-0.08,3740.0,0.48,0.498
Kepler-297 d,Kepler-297,Transit,1,325.0,2.62,325.0,0.0,-0.22,5618.0,0.897,0.846
Kepler-307 b,Kepler-307,Transit,1,,59.7,774.1387061660607,,0.19,5367.0,0.814,0.907
Kepler-307 c,Kepler-307,Transit,1,,44.0,717.2794171670383,,0.19,5367.0,0.814,0.907
Kepler-311 d,Kepler-311,Transit,1,327.0,2.71,327.0,0.0,-0.1,5903.0,1.156,0.974
Kepler-323 b,Kepler-323,Transit,1,1838.0,1900.0,1838.0,0.095,-0.14,6004.0,1.12,1.015
Kepler-323 c,Kepler-323,Transit,1,1431.0,700.0,1431.0,0.095,-0.14,6004.0,1.12,1.015
Kepler-347 d,Kepler-347,Transit,1,482.0,12.75,482.0,0.0,0.16,5592.0,1.451,1.0
Kepler-36 b,Kepler-36,Transit,1,,247.0,1104.0771907211993,0.0,-0.18,5979.0,1.634,1.034
Kepler-36 c,Kepler-36,Transit,1,,191.0,1035.3413068164693,0.0,-0.18,5979.0,1.634,1.034
Kepler-37 b,Kepler-37,Transit,1,718.0,44.5,718.0,0.098,-0.36,5357.0,0.789,0.79
Kepler-37 c,Kepler-37,Transit,1,615.0,23.9,615.0,0.099,-0.36,5357.0,0.789,0.79
Kepler-37 d,Kepler-37,Transit,1,499.0,10.39,499.0,0.1,-0.36,5357.0,0.789,0.79
Kepler-38 b,Kepler-38,Transit,1,475.0,,475.0,0.032,-0.11,5623.0,1.752,0.941
Kepler-39 b,Kepler-39,Transit,1,897.0,,897.0,0.112,0.1,6350.0,1.4,1.29
Kepler-4 b,Kepler-4,Transit,1,1650.0,,1650.0,0.0,0.17,5857.0,1.487,1.223
Kepler-40 b,Kepler-40,Transit,1,1620.0,,1620.0,0.0,0.1,6510.0,2.13,1.48
Kepler-409 b,Kepler-409,Transit,1,438.0,6.15,438.0,0.69,0.05,5421.0,0.897,0.913
Kepler-41 b,Kepler-41,Transit,1,1790.0,,1790.0,0.0,0.38,5750.0,1.29,1.15
Kepler-411 b,Kepler-411,Transit,1,1138.0,,1138.0,0.146,,,0.82,0.87
Kepler-411 c,Kepler-411,Transit,1,838.0,,838.0,0.108,,,0.82,0.87
Kepler-411 d,Kepler-411,Transit,1,410.0,,410.0,0.128,,,0.82,0.87
Kepler-411 e,Kepler-411,Transit Timing Variations,1,503.0,,503.0,0.016,,,0.82,0.87
Kepler-412 b,Kepler-412,Transit,1,1850.0,,1850.0,,0.27,5750.0,1.287,1.167
Kepler-416 d,Kepler-416,Transit,1,1253.0,583.25,1253.0,0.0,0.06,5670.0,1.022,0.949
Kepler-42 b,Kepler-42,Transit,1,519.0,,519.0,,-0.33,3068.0,0.17,0.13
Kepler-42 c,Kepler-42,Transit,1,720.0,,720.0,,-0.33,3068.0,0.17,0.13
Kepler-42 d,Kepler-42,Transit,1,450.0,,450.0,,-0.33,3068.0,0.17,0.13
Kepler-421 b,Kepler-421,Transit,1,185.0,,185.0,0.041,-0.25,5308.0,0.757,0.794
Kepler-423 b,Kepler-423,Transit,1,1605.0,,1605.0,0.019,-0.1,5560.0,0.95,0.85
Kepler-425 b,Kepler-425,Transit,1,1070.0,,1070.0,0.33,0.24,5170.0,0.86,0.93
Kepler-426 b,Kepler-426,Transit,1,1300.0,,1300.0,0.18,-0.21,5725.0,0.92,0.91
Kepler-427 b,Kepler-427,Transit,1,1100.0,,1100.0,0.57,-0.19,5800.0,1.35,0.96
Kepler-428 b,Kepler-428,Transit,1,1070.0,,1070.0,0.22,0.09,5150.0,0.8,0.87
Kepler-43 b,Kepler-43,Transit,1,1620.0,,1620.0,,0.33,6041.0,1.42,1.32
Kepler-430 b,Kepler-430,Transit,1,667.0,,667.0,,0.2,5884.0,1.485,1.166
Kepler-430 c,Kepler-430,Transit,1,458.0,,458.0,,0.2,5884.0,1.485,1.166
Kepler-431 b,Kepler-431,Transit,1,1032.0,,1032.0,,0.07,6004.0,1.092,1.071
Kepler-431 c,Kepler-431,Transit,1,951.0,,951.0,,0.07,6004.0,1.092,1.071
Kepler-431 d,Kepler-431,Transit,1,856.0,,856.0,,0.07,6004.0,1.092,1.071
Kepler-433 b,Kepler-433,Transit,1,1776.0,,1776.0,0.119,-0.01,6360.0,2.26,1.46
Kepler-434 b,Kepler-434,Transit,1,1000.0,,1000.0,0.131,0.25,5977.0,1.38,1.198
Kepler-435 b,Kepler-435,Transit,1,1729.0,,1729.0,0.114,-0.18,6161.0,3.21,1.538
Kepler-436 b,Kepler-436,Transit,1,,1.69,317.53885589010997,0.19,0.01,4651.0,0.697,0.729
Kepler-437 b,Kepler-437,Transit,1,,2.15,337.2366872564083,0.02,0.0,4551.0,0.68,0.707
Kepler-438 b,Kepler-438,Transit,1,,1.4,302.9404097035317,0.03,0.16,3748.0,0.52,0.544
Kepler-439 b,Kepler-439,Transit,1,,1.83,323.92015527328067,0.03,0.02,5431.0,0.866,0.884
Kepler-44 b,Kepler-44,Transit,1,1544.0,,1544.0,0.066,0.15,5800.0,1.35,1.12
Kepler-440 b,Kepler-440,Transit,1,,1.2,291.4878863207014,0.34,-0.3,4134.0,0.559,0.575
Kepler-441 b,Kepler-441,Transit,1,,0.21,188.5298071117903,0.1,-0.57,4340.0,0.55,0.572
Kepler-442 b,Kepler-442,Transit,1,,0.66,251.02165200435908,0.04,-0.37,4402.0,0.598,0.609
Kepler-443 b,Kepler-443,Transit,1,,0.86,268.1944660413898,0.11,-0.01,4723.0,0.706,0.738
Kepler-45 b,Kepler-45,Transit,1,1000.0,,1000.0,0.11,0.28,3820.0,0.55,0.59
Kepler-452 b,Kepler-452,Transit,1,265.0,1.1,265.0,,0.21,5757.0,1.11,1.037
Kepler-454 b,Kepler-454,Transit,1,916.0,117.7,916.0,0.32,0.32,5687.0,1.066,1.03
Kepler-46 b,Kepler-46,Transit,1,543.0,,543.0,0.01,0.41,5155.0,0.938,0.902
Kepler-46 c,Kepler-46,Transit Timing Variations,1,455.0,,455.0,0.0146,0.41,5155.0,0.938,0.902
Kepler-5 b,Kepler-5,Transit,1,1750.0,,1750.0,,0.04,6297.0,1.793,1.374
Kepler-51 b,Kepler-51,Transit,1,543.0,,543.0,0.04,,6018.0,0.94,1.04
Kepler-51 c,Kepler-51,Transit,1,439.0,,439.0,0.014,,6018.0,0.94,1.04
Kepler-51 d,Kepler-51,Transit,1,381.0,,381.0,0.008,,6018.0,0.94,1.04
Kepler-538 b,Kepler-538,Transit,1,417.0,5.07,417.0,0.21,-0.09,5534.0,0.8717,0.892
Kepler-539 b,Kepler-539,Transit,1,387.6,,387.6,0.39,-0.01,5820.0,0.952,1.048
Kepler-539 c,Kepler-539,Transit Timing Variations,1,253.0,,253.0,0.5,-0.01,5820.0,0.952,1.048
Kepler-549 d,Kepler-549,Transit,1,586.0,27.93,586.0,0.0,0.16,5312.0,0.986,0.859
Kepler-553 b,Kepler-553,Transit,1,1089.0,235.0,1089.0,,0.152,5191.0,0.902,0.889
Kepler-553 c,Kepler-553,Transit,1,251.0,0.589,251.0,0.346,0.152,5191.0,0.902,0.889
Kepler-58 e,Kepler-58,Transit,1,1212.0,511.6,1212.0,0.0,-0.12,6100.0,1.083,1.017
Kepler-6 b,Kepler-6,Transit,1,1460.0,,1460.0,,0.34,5647.0,1.391,1.209
Kepler-60 b,Kepler-60,Transit,1,,318.0,1176.0667711815838,,-0.09,5905.0,1.257,1.041
Kepler-60 c,Kepler-60,Transit,1,,236.0,1091.574044014076,,-0.09,5905.0,1.257,1.041
Kepler-60 d,Kepler-60,Transit,1,,161.0,992.0456760334833,,-0.09,5905.0,1.257,1.041
Kepler-61 b,Kepler-61,Transit,1,273.0,,273.0,0.25,0.03,4017.0,0.62,0.635
Kepler-619 d,Kepler-619,Transit,1,830.0,112.07,830.0,0.0,-0.18,6122.0,0.964,1.041
Kepler-62 b,Kepler-62,Transit,1,750.0,,750.0,,-0.37,4925.0,0.64,0.69
Kepler-62 c,Kepler-62,Transit,1,578.0,,578.0,,-0.37,4925.0,0.64,0.69
Kepler-62 d,Kepler-62,Transit,1,510.0,,510.0,,-0.37,4925.0,0.64,0.69
Kepler-62 e,Kepler-62,Transit,1,270.0,,270.0,,-0.37,4925.0,0.64,0.69
Kepler-62 f,Kepler-62,Transit,1,208.0,,208.0,,-0.37,4925.0,0.64,0.69
Kepler-656 c,Kepler-656,Transit,1,975.0,213.25,975.0,0.0,0.46,5550.0,0.954,1.05
Kepler-68 b,Kepler-68,Transit,1,1275.0,441.0,1275.0,0.09,0.11,5847.0,1.2564,1.057
Kepler-68 c,Kepler-68,Transit,1,1052.0,204.0,1052.0,0.099,0.11,5847.0,1.2564,1.057
Kepler-69 b,Kepler-69,Transit,1,779.0,,779.0,0.16,-0.29,5638.0,0.93,0.81
Kepler-69 c,Kepler-69,Transit,1,299.0,,299.0,0.14,-0.29,5638.0,0.93,0.81
Kepler-7 b,Kepler-7,Transit,1,1630.0,,1630.0,,0.11,5933.0,1.966,1.359
Kepler-725 b,Kepler-725,Transit,1,514.0,12.1,514.0,0.231,,5395.0,0.88,0.95
Kepler-725 c,Kepler-725,Transit Timing Variations,1,268.0,1.4,268.0,0.436,,5395.0,0.88,0.95
Kepler-730 b,Kepler-730,Transit,1,1219.0,,1219.0,,0.21,5620.0,1.411,1.047
Kepler-730 c,Kepler-730,Transit,1,1607.0,,1607.0,,0.21,5620.0,1.411,1.047
Kepler-74 b,Kepler-74,Transit,1,1078.0,,1078.0,0.0,0.42,6000.0,1.12,1.18
Kepler-75 b,Kepler-75,Transit,1,767.0,,767.0,0.57,0.3,5200.0,0.89,0.91
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,1,2140.0,,2140.0,,-0.1,6409.0,1.32,1.2
Kepler-763 c,Kepler-763,Transit,1,938.0,182.9,938.0,0.0,0.18,4999.0,0.843,0.8
Kepler-763 d,Kepler-763,Transit,1,804.0,98.81,804.0,0.0,0.18,4999.0,0.843,0.8
Kepler-77 b,Kepler-77,Transit,1,1440.0,,1440.0,0.0,0.2,5520.0,0.99,0.95
Kepler-78 b,Kepler-78,Transit,1,2223.0,4070.0,2223.0,0.0,-0.18,5058.0,0.7475,0.779
Kepler-784 c,Kepler-784,Transit,1,844.0,119.87,844.0,0.0,0.1,5676.0,1.487,1.016
Kepler-8 b,Kepler-8,Transit,1,1680.0,,1680.0,,-0.055,6213.0,1.486,1.213
Kepler-80 g,Kepler-80,Transit,1,418.0,,418.0,,0.04,4540.0,0.678,0.83
Kepler-849 b,Kepler-849,Transit,1,362.7,2.86,362.7,0.078,0.145,5950.0,1.822,1.259
Kepler-864 c,Kepler-864,Transit,1,1532.0,1305.04,1532.0,0.0,0.36,6213.0,1.195,1.27
Kepler-865 c,Kepler-865,Transit,1,914.0,164.98,914.0,0.0,-0.24,5440.0,0.885,0.782
Kepler-87 b,Kepler-87,Transit,1,478.0,,478.0,0.036,-0.17,5600.0,1.82,1.1
Kepler-87 c,Kepler-87,Transit,1,403.0,,403.0,0.039,-0.17,5600.0,1.82,1.1
Kepler-880 c,Kepler-880,Transit,1,1407.0,926.72,1407.0,0.0,0.0,6900.0,2.599,1.714
Kepler-896 c,Kepler-896,Transit,1,515.0,16.56,515.0,0.0,-0.16,5510.0,0.803,0.877
Kepler-9 d,Kepler-9,Transit,1,2026.0,,2026.0,,0.12,5777.0,1.02,1.07
Kepler-90 i,KOI-351,Transit,1,709.0,,709.0,,0.098,6015.0,1.29,1.12
Kepler-91 b,Kepler-91,Transit,1,2040.0,,2040.0,,0.11,4550.0,6.3,1.31
Kepler-93 b,Kepler-93,Transit,1,1133.0,275.0,1133.0,0.0,-0.18,5669.0,0.919,0.911
Kepler-949 c,Kepler-949,Transit,1,582.0,27.2,582.0,0.0,0.08,5211.0,0.895,0.817
Kepler-975 c,Kepler-975,Transit,1,1168.0,439.8,1168.0,0.0,0.56,4883.0,1.667,0.951
L 168-9 b,L 168-9,Transit,1,998.0,,998.0,0.0,-0.03,3842.0,0.604,0.614
L 363-38 b,L 363-38,Radial Velocity,1,330.0,,330.0,,,3129.0,0.274,0.21
L 98-59 b,L 98-59,Transit,1,620.0,24.5,620.0,0.031,-0.46,3415.0,0.3155,0.2923
L 98-59 c,L 98-59,Transit,1,526.0,12.7,526.0,0.002,-0.46,3415.0,0.3155,0.2923
L 98-59 d,L 98-59,Transit,1,416.0,4.97,416.0,0.006,-0.46,3415.0,0.3155,0.2923
L 98-59 e,L 98-59,Radial Velocity,1,347.0,2.4,347.0,0.012,-0.46,3415.0,0.3155,0.2923
L 98-59 f,L 98-59,Radial Velocity,1,285.0,1.1,285.0,0.044,-0.46,3415.0,0.3155,0.2923
LHS 1140 b,LHS 1140,Transit,1,226.0,0.43,226.0,0.043,-0.15,3096.0,0.2159,0.1844
LHS 1140 c,LHS 1140,Transit,1,422.0,5.3,422.0,0.05,-0.15,3096.0,0.2159,0.1844
LHS 1478 b,LHS 1478,Transit,1,595.0,,595.0,,-0.13,3381.0,0.246,0.236
LHS 1678 b,LHS 1678,Transit,1,,94.3,867.8668955639865,0.033,,3490.0,0.329,0.345
LHS 1678 c,LHS 1678,Transit,1,,13.5,533.8369635977607,0.039,,3490.0,0.329,0.345
LHS 1678 d,LHS 1678,Transit,1,,9.1,483.71053651272734,0.036,,3490.0,0.329,0.345
LHS 3844 b,LHS 3844,Transit,1,805.0,70.1,805.0,,,3036.0,0.189,0.151
LHS 475 b,LHS 475,Transit,1,586.0,,586.0,,,3300.0,0.2789,0.262
LP 261-75 b,LP 261-75 A,Imaging,1,1500.0,,1500.0,,,,,0.22
LP 714-47 b,LP 714-47,Transit,1,700.0,,700.0,0.04,0.41,3950.0,0.584,0.59
LP 791-18 b,LP 791-18,Transit,1,564.3,24.14,564.3,,-0.09,2960.0,0.182,0.139
LP 791-18 c,LP 791-18,Transit,1,324.4,2.637,324.4,8e-05,-0.09,2960.0,0.182,0.139
LP 791-18 d,LP 791-18,Transit,1,395.5,5.83,395.5,0.0015,-0.09,2960.0,0.182,0.139
LP 890-9 b,LP 890-9,Transit,1,396.0,4.09,396.0,,-0.028,2850.0,0.1556,0.118
LP 890-9 c,LP 890-9,Transit,1,272.0,0.906,272.0,,-0.028,2850.0,0.1556,0.118
LTT 1445 A b,LTT 1445 A,Transit,1,555.0,,555.0,,-0.34,3340.0,0.265,0.257
LTT 1445 A c,LTT 1445 A,Transit,1,508.0,10.9,508.0,0.223,-0.34,3340.0,0.265,0.257
LTT 3780 b,LTT 3780,Transit,1,903.0,111.0,903.0,0.0,0.06,3358.0,0.38,0.381
LTT 3780 c,LTT 3780,Transit,1,359.0,2.76,359.0,0.024,0.06,3358.0,0.38,0.381
LTT 9779 b,LTT 9779,Transit,1,1978.0,,1978.0,0.0,0.27,5443.0,0.949,1.02
MASCARA-1 b,MASCARA-1,Transit,1,2594.3,,2594.3,0.00034,0.15,7490.0,2.082,1.9
MASCARA-4 b,MASCARA-4,Transit,1,2250.0,,2250.0,,,7800.0,1.79,1.75
MWC 758 c,MWC 758,Imaging,1,500.0,,500.0,,,,,1.5
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,Radial Velocity,1,683.0,,683.0,0.0,-0.013,6000.0,2.13,1.26
NGTS-1 b,NGTS-1,Transit,1,790.0,65.3,790.0,0.016,0.0,3916.0,0.573,0.617
NGTS-10 b,NGTS-10,Transit,1,1332.0,,1332.0,0.0,-0.02,4600.0,0.697,0.696
NGTS-11 b,NGTS-11,Transit,1,435.0,,435.0,0.13,0.22,5050.0,0.832,0.862
NGTS-12 b,NGTS-12,Transit,1,1257.0,416.0,1257.0,0.0,-0.03,5690.0,1.589,1.021
NGTS-13 b,NGTS-13,Transit,1,1605.0,1096.0,1605.0,0.086,0.25,5819.0,1.788,1.3
NGTS-14 A b,NGTS-14 A,Transit,1,1143.0,,1143.0,0.0,0.1,5187.0,0.842,0.898
NGTS-15 b,NGTS-15,Transit,1,1146.0,425.0,1146.0,0.0,0.15,5600.0,0.954,0.995
NGTS-16 b,NGTS-16,Transit,1,1177.0,480.0,1177.0,0.0,0.35,5550.0,1.213,1.002
NGTS-17 b,NGTS-17,Transit,1,1457.0,1160.0,1457.0,0.0,0.15,5650.0,1.337,1.025
NGTS-18 b,NGTS-18,Transit,1,1381.0,845.0,1381.0,0.0,0.15,5610.0,1.392,1.003
NGTS-2 b,NGTS-2,Transit,1,1468.0,,1468.0,0.0,-0.06,6478.0,1.702,1.64
NGTS-20 b,NGTS-20,Transit,1,688.0,,688.0,0.432,0.15,5980.0,1.78,1.47
NGTS-21 b,NGTS-21,Transit,1,1357.0,,1357.0,0.0,-0.26,4660.0,0.86,0.72
NGTS-23 b,NGTS-23,Transit,1,1327.0,,1327.0,0.0,-0.26,6057.0,1.24,1.01
NGTS-24 b,NGTS-24,Transit,1,1499.0,,1499.0,0.0,0.27,5820.0,1.64,1.26
NGTS-25 b,NGTS-25,Transit,1,1101.0,,1101.0,0.0,0.12,5321.0,0.86,0.91
NGTS-26 b,NGTS-26,Transit,1,1331.0,523.0,1331.0,0.0,0.2,5550.0,1.16,0.96
NGTS-27 b,NGTS-27,Transit,1,1783.0,1680.0,1783.0,0.0,0.0,5700.0,1.77,1.07
NGTS-30 b,NGTS-30,Transit,1,500.0,,500.0,0.294,-0.03,5455.0,0.913,0.94
NGTS-33 b,NGTS-33,Transit,1,1991.0,2620.0,1991.0,0.0,-0.11,7437.0,1.47,1.6
NGTS-4 b,NGTS-4,Transit,1,1650.0,,1650.0,0.0,-0.28,5143.0,0.84,0.75
NGTS-5 b,NGTS-5,Transit,1,952.0,,952.0,0.0,0.12,4987.0,0.739,0.661
NGTS-6 b,NGTS-6,Transit,1,1283.9,,1283.9,0.0,0.11,4730.0,0.754,0.767
NGTS-8 b,NGTS-8,Transit,1,1345.0,503.0,1345.0,0.01,0.24,5241.0,0.98,0.89
NGTS-9 b,NGTS-9,Transit,1,1448.0,729.0,1448.0,0.06,0.31,6330.0,1.38,1.34
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,Microlensing,1,55.0,,55.0,,,,,0.46
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,Microlensing,1,50.0,,50.0,,,,,0.22
OGLE-TR-132 b,OGLE-TR-132,Transit,1,2013.0,,2013.0,,0.37,6210.0,1.32,1.305
OGLE-TR-56 b,OGLE-TR-56,Transit,1,2212.0,,2212.0,,,6050.0,1.363,1.228
Oph 11 b,Oph 11,Imaging,1,2175.0,,2175.0,,,2375.0,,0.016
PDS 70 b,PDS 70,Imaging,1,1204.0,,1204.0,0.19,,3972.0,,
PDS 70 c,PDS 70,Imaging,1,995.0,,995.0,0.11,,3972.0,,
PH1 b,PH1,Transit,1,481.0,,481.0,0.0702,0.21,6407.0,1.734,1.528
PH2 b,PH2,Transit,1,295.1,1.2,295.1,0.215,0.017,5734.0,0.949,0.966
Proxima Cen b,Proxima Cen,Radial Velocity,1,218.0,0.641,218.0,0.0,,2900.0,0.141,0.1221
Proxima Cen d,Proxima Cen,Radial Velocity,1,282.0,1.814,282.0,0.0,,2900.0,0.141,0.1221
Qatar-1 b,Qatar-1,Transit,1,1418.0,,1418.0,0.0,0.171,5013.0,0.803,0.838
