pl_name,hostname,discoverymethod,default_flag,pl_eqt,pl_insol,pl_eqt_est,pl_orbeccen,st_met,st_teff,st_rad,st_mass
1RXS J160929.1-210524 b,1RXS J160929.1-210524,Imaging,1,1700.0,,1700.0,,,4060.0,,0.85
2M0437 b,2MASS J04372171+2651014,Imaging,1,1450.0,,1450.0,,0.01,3100.0,0.84,0.17
2MASS J03590986+2009361 b,2MASS J03590986+2009361,Imaging,1,2369.0,,2369.0,,,,,
2MASS J11011926-7732383 b,2MASS J11011926-7732383,Imaging,1,2677.0,,2677.0,,,,,
2MASS J11550485-7919108 b,2MASS J11550485-7919108,Imaging,1,2506.0,,2506.0,,,,,
2MASS J12073346-3932539 b,2MASS J12073346-3932539,Imaging,1,1250.0,,1250.0,,,,,0.024
2MASS J21252752-8138278 b,2MASS J21252752-8138278,Imaging,1,1616.0,,1616.0,,,,,
51 Eri b,51 Eri,Imaging,1,700.0,,700.0,,-0.027,,,1.75
AU Mic b,AU Mic,Transit,1,600.0,21.2,600.0,0.00577,0.23,3678.0,0.744,0.51
AU Mic c,AU Mic,Transit,1,459.0,7.3,459.0,0.00338,0.23,3678.0,0.744,0.51
BD+05 4868 A b,BD+05 4868 A,Transit,1,1820.0,,1820.0,,-0.05,4596.0,0.69,0.7
BD+60 1417 b,BD+60 1417,Imaging,1,1303.0,,1303.0,,,4993.0,0.797,1.0
BD-14 3065 b,BD-14 3065 A,Transit,1,2001.0,,2001.0,0.066,-0.34,6935.0,2.35,1.41
BD-210397 b,BD-210397,Radial Velocity,1,,0.02,104.73279614245607,0.1,0.12,4051.0,0.747,0.679
Barnard b,Barnard's star,Radial Velocity,1,438.0,,438.0,0.03,-0.56,3195.0,0.185,0.162
Barnard c,Barnard's star,Radial Velocity,1,400.0,,400.0,0.08,-0.56,3195.0,0.185,0.162
Barnard d,Barnard's star,Radial Velocity,1,483.0,,483.0,0.04,-0.56,3195.0,0.185,0.162
Barnard e,Barnard's star,Radial Velocity,1,340.0,,340.0,0.04,-0.56,3195.0,0.185,0.162
CD Cet b,CD Cet,Radial Velocity,1,464.0,8.6,464.0,,0.13,3130.0,0.175,0.161
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,1,370.0,,370.0,,,580.5,,0.021
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,Imaging,1,1800.0,,1800.0,,,2320.0,0.245,0.0147
CT Cha b,CT Cha,Imaging,1,2600.0,,2600.0,,,,,
CoRoT-1 b,CoRoT-1,Transit,1,1898.0,,1898.0,0.0,-0.3,5950.0,1.11,0.95
CoRoT-10 b,CoRoT-10,Transit,1,600.0,,600.0,0.53,0.26,5075.0,0.79,0.89
CoRoT-11 b,CoRoT-11,Transit,1,1657.0,,1657.0,0.0,-0.03,6440.0,1.37,1.27
CoRoT-12 b,CoRoT-12,Transit,1,1442.0,,1442.0,0.07,0.16,5675.0,1.116,1.078
CoRoT-13 b,CoRoT-13,Transit,1,1700.0,,1700.0,0.0,0.01,5945.0,1.01,1.09
CoRoT-14 b,CoRoT-14,Transit,1,1952.0,,1952.0,0.0,0.05,6035.0,1.21,1.13
CoRoT-17 b,CoRoT-17,Transit,1,1626.0,,1626.0,0.0,0.0,5740.0,1.59,1.04
CoRoT-18 b,CoRoT-18,Transit,1,1550.0,,1550.0,0.08,-0.1,5440.0,1.0,0.95
CoRoT-19 b,CoRoT-19,Transit,1,2000.0,,2000.0,0.047,-0.02,6090.0,1.65,1.21
CoRoT-22 b,CoRoT-22,Transit,1,885.0,,885.0,0.077,0.17,5939.0,1.136,1.099
CoRoT-23 b,CoRoT-23,Transit,1,1660.0,,1660.0,0.16,0.05,5900.0,1.61,1.14
CoRoT-24 b,CoRoT-24,Transit,1,1070.0,,1070.0,0.0,0.3,4950.0,0.86,0.91
CoRoT-24 c,CoRoT-24,Transit,1,850.0,,850.0,0.0,0.3,4950.0,0.86,0.91
CoRoT-25 b,CoRoT-25,Transit,1,1330.0,,1330.0,0.0,-0.01,6040.0,1.19,1.09
CoRoT-26 b,CoRoT-26,Transit,1,1600.0,,1600.0,0.0,0.01,5590.0,1.79,1.09
CoRoT-27 b,CoRoT-27,Transit,1,1500.0,,1500.0,0.065,-0.1,5900.0,1.08,1.05
CoRoT-32 b,CoRoT-32,Transit,1,938.0,132.26,938.0,,0.0,5970.0,0.79,1.08
CoRoT-35 b,CoRoT-35,Transit,1,1747.0,,1747.0,0.0,-0.5,6390.0,1.65,1.01
CoRoT-36 b,CoRoT-36,Transit,1,1567.0,,1567.0,0.0,-0.1,6730.0,1.52,1.32
CoRoT-4 b,CoRoT-4,Transit,1,1074.0,,1074.0,0.0,,6190.0,1.17,1.16
CoRoT-5 b,CoRoT-5,Transit,1,1438.0,,1438.0,0.09,-0.25,6100.0,1.186,1.0
CoRoT-6 b,CoRoT-6,Transit,1,1017.0,,1017.0,0.1,-0.2,6090.0,1.025,1.05
CoRoT-9 b,CoRoT-9,Transit,1,420.0,,420.0,0.133,-0.01,5625.0,0.96,0.96
DMPP-1 b,DMPP-1,Radial Velocity,1,877.0,,877.0,0.083,,6196.0,1.26,1.21
DMPP-1 c,DMPP-1,Radial Velocity,1,1239.0,,1239.0,0.057,,6196.0,1.26,1.21
DMPP-1 d,DMPP-1,Radial Velocity,1,1632.0,,1632.0,0.07,,6196.0,1.26,1.21
DMPP-1 e,DMPP-1,Radial Velocity,1,1314.0,,1314.0,0.07,,6196.0,1.26,1.21
DMPP-2 b,DMPP-2,Radial Velocity,1,1000.0,,1000.0,0.078,,6500.0,1.78,1.44
DMPP-3 A b,DMPP-3 A,Radial Velocity,1,854.0,,854.0,0.14,0.18,5138.0,0.91,0.87
DS Tuc A b,DS Tuc A,Transit,1,850.0,,850.0,0.0,0.0,5428.0,0.964,1.01
EPIC 201595106 b,EPIC 201595106,Transit,1,2038.0,2852.0,2038.0,0.0,0.01,5679.0,0.98,0.958
EPIC 205950854 c,K2-168,Transit,1,960.6,,960.6,,,5502.7,0.83,0.877
EPIC 211822797 b,EPIC 211822797,Transit,1,431.0,,431.0,,0.2,4057.0,0.58,0.62
EPIC 211945201 b,EPIC 211945201,Transit,1,817.0,,817.0,,0.1,6069.0,1.39,1.17
EPIC 212297394 b,EPIC 212297394,Transit,1,1149.0,,1149.0,,-0.03,5171.0,0.8,0.83
EPIC 212297394 c,EPIC 212297394,Transit,1,866.0,,866.0,,-0.03,5171.0,0.8,0.83
EPIC 212587672 b,EPIC 212587672,Transit,1,756.0,,756.0,,-0.18,6004.0,0.98,0.99
EPIC 212587672 c,EPIC 212587672,Transit,1,658.0,,658.0,,-0.18,6004.0,0.98,0.99
EPIC 212737443 b,EPIC 212737443,Transit,1,536.0,,536.0,0.2,-0.137,4684.0,0.673,0.69
EPIC 212737443 c,EPIC 212737443,Transit,1,316.0,,316.0,0.2,-0.137,4684.0,0.673,0.69
EPIC 220674823 b,EPIC 220674823,Transit,1,2299.0,4656.0,2299.0,0.0,-0.005,5578.0,0.99,0.913
EPIC 220674823 c,EPIC 220674823,Transit,1,804.0,70.0,804.0,0.17,-0.005,5578.0,0.99,0.913
EPIC 229004835 b,EPIC 229004835,Transit,1,804.0,69.7,804.0,0.23,-0.12,5868.0,0.999,0.97
EPIC 246851721 b,EPIC 246851721,Transit,1,1401.0,642.0,1401.0,,0.141,6202.0,1.586,1.317
EPIC 248847494 b,EPIC 248847494,Transit,1,183.0,0.19,183.0,0.0,-0.23,4898.0,2.7,0.9
EPIC 249893012 b,EPIC 249893012,Transit,1,1616.0,1037.0,1616.0,0.06,0.2,5430.0,1.71,1.05
EPIC 249893012 c,EPIC 249893012,Transit,1,990.0,160.0,990.0,0.07,0.2,5430.0,1.71,1.05
EPIC 249893012 d,EPIC 249893012,Transit,1,752.0,53.0,752.0,0.15,0.2,5430.0,1.71,1.05
FU Tau b,FU Tau,Imaging,1,2375.0,,2375.0,,,2838.0,,0.05
G 192-15 b,G 192-15,Radial Velocity,1,453.6,7.06,453.6,0.0,,,,0.132
G 192-15 c,G 192-15,Radial Velocity,1,55.9,0.0016,55.9,0.676,,,,0.132
G 196-3 b,G 196-3,Imaging,1,1670.0,,1670.0,,,,,
G 261-6 b,G 261-6,Radial Velocity,1,322.3,1.8,322.3,0.0,,,,0.118
G 264-012 b,G 264-012,Radial Velocity,1,587.0,20.5,587.0,,0.1,3326.0,0.305,0.297
G 264-012 c,G 264-012,Radial Velocity,1,387.0,3.87,387.0,,0.1,3326.0,0.305,0.297
G 268-110 b,G 268-110,Radial Velocity,1,534.0,13.57,534.0,0.0,,,,0.137
G 9-40 b,G 9-40,Transit,1,440.6,6.27,440.6,0.0,-0.07,3395.0,0.3026,0.2952
GJ 1002 b,GJ 1002,Radial Velocity,1,230.9,0.67,230.9,,-0.25,3024.0,0.137,0.12
GJ 1002 c,GJ 1002,Radial Velocity,1,181.7,0.257,181.7,,-0.25,3024.0,0.137,0.12
GJ 1061 b,GJ 1061,Radial Velocity,1,,3.8,388.84014701948126,0.31,-0.08,2953.0,0.156,0.12
GJ 1061 c,GJ 1061,Radial Velocity,1,,1.4,302.9404097035317,0.29,-0.08,2953.0,0.156,0.12
GJ 1061 d,GJ 1061,Radial Velocity,1,,0.6,245.11111869696006,0.53,-0.08,2953.0,0.156,0.12
GJ 1132 b,GJ 1132,Transit,1,583.8,19.3,583.8,0.0118,-0.17,3229.0,0.2211,0.1945
GJ 1132 c,GJ 1132,Radial Velocity,1,300.0,,300.0,0.27,,3270.0,0.2105,0.181
GJ 1214 b,GJ 1214,Transit,1,567.0,17.2,567.0,0.0062,0.24,3101.0,0.2162,0.182
GJ 1289 b,GJ 1289,Radial Velocity,1,150.0,,150.0,0.0,0.02,3296.0,,0.21
GJ 143 b,GJ 143,Transit,1,422.0,,422.0,0.188,0.003,4640.0,0.695,0.73
GJ 238 b,GJ 238,Transit,1,758.0,,758.0,,0.15,3485.0,0.4314,0.4193
GJ 251 b,GJ 251,Radial Velocity,1,351.0,2.53,351.0,0.1,-0.03,3451.0,0.364,0.36
GJ 273 b,GJ 273,Radial Velocity,1,,1.06,282.5866661579716,0.1,0.09,3382.0,0.293,0.29
GJ 273 c,GJ 273,Radial Velocity,1,,6.66,447.3977099663152,0.17,0.09,3382.0,0.293,0.29
GJ 3021 b,GJ 3021,Radial Velocity,1,350.0,,350.0,0.511,0.1,5540.0,0.9,0.9
GJ 3090 b,GJ 3090,Transit,1,693.0,,693.0,0.32,-0.06,3556.0,0.516,0.519
GJ 3138 b,GJ 3138,Radial Velocity,1,,118.1,918.0951093113237,0.19,-0.3,3717.0,0.5,0.681
GJ 3138 c,GJ 3138,Radial Velocity,1,,13.9,537.7481185524475,0.11,-0.3,3717.0,0.5,0.681
GJ 3138 d,GJ 3138,Radial Velocity,1,,0.1,156.61205906551223,0.32,-0.3,3717.0,0.5,0.681
GJ 3293 b,GJ 3293,Radial Velocity,1,,1.07,283.2507992130045,0.06,0.02,3466.0,0.404,0.42
GJ 3293 c,GJ 3293,Radial Velocity,1,,0.17,178.82878663978107,0.11,0.02,3466.0,0.404,0.42
GJ 3293 d,GJ 3293,Radial Velocity,1,,0.59,244.08337648898214,0.12,0.02,3466.0,0.404,0.42
GJ 3293 e,GJ 3293,Radial Velocity,1,,3.34,376.49725678375904,0.21,0.02,3466.0,0.404,0.42
GJ 3323 b,GJ 3323,Radial Velocity,1,,2.58,352.96376717474277,0.23,-0.27,3159.0,0.119,0.164
GJ 3323 c,GJ 3323,Radial Velocity,1,,0.17,178.82878663978107,0.17,-0.27,3159.0,0.119,0.164
GJ 341 b,GJ 341,Transit,1,,13.8,536.7783253933467,0.0,-0.16,3770.0,0.5066,0.48
GJ 3470 b,GJ 3470,Radial Velocity,1,593.5,,593.5,,0.2,3600.0,0.547,0.539
GJ 3473 b,GJ 3473,Transit,1,773.0,59.4,773.0,0.0,0.11,3347.0,0.364,0.36
GJ 3473 c,GJ 3473,Radial Velocity,1,329.1,1.95,329.1,0.0,0.11,3347.0,0.364,0.36
GJ 357 b,GJ 357,Transit,1,518.0,,518.0,,-0.12,3505.0,0.337,0.342
GJ 357 c,GJ 357,Radial Velocity,1,401.2,4.45,401.2,,-0.12,3505.0,0.337,0.342
GJ 357 d,GJ 357,Radial Velocity,1,219.6,0.38,219.6,,-0.12,3505.0,0.337,0.342
GJ 367 b,GJ 367,Transit,1,1365.0,579.0,1365.0,0.06,-0.01,3522.0,0.458,0.455
GJ 3929 b,GJ 3929,Transit,1,568.0,17.3,568.0,0.0,-0.02,3384.0,0.32,0.313
GJ 3929 c,GJ 3929,Radial Velocity,1,317.0,1.68,317.0,0.0,-0.02,3384.0,0.32,0.313
GJ 393 b,GJ 393,Radial Velocity,1,485.0,9.21,485.0,,-0.09,3579.0,0.426,0.426
GJ 3942 b,GJ 3942,Radial Velocity,1,590.0,,590.0,0.121,-0.04,3867.0,0.61,0.63
GJ 3988 b,GJ 3988,Radial Velocity,1,348.0,2.45,348.0,0.0,-0.12,3273.0,0.19734,0.1842
GJ 3998 b,GJ 3998,Radial Velocity,1,,48.0,733.0532252145382,0.0,-0.13,3726.0,0.5,0.52
GJ 3998 c,GJ 3998,Radial Velocity,1,,5.4,424.54491108318064,0.0,-0.13,3726.0,0.5,0.52
GJ 3998 d,GJ 3998,Radial Velocity,1,,1.2,291.4878863207014,0.0,-0.13,3726.0,0.5,0.52
GJ 414 A b,GJ 414 A,Radial Velocity,1,308.6,,308.6,0.45,0.24,4120.0,0.68,0.65
GJ 414 A c,GJ 414 A,Radial Velocity,1,124.7,,124.7,0.105,0.24,4120.0,0.68,0.65
GJ 486 b,GJ 486,Radial Velocity,1,696.3,39.2,696.3,0.00086,-0.15,3317.0,0.3243,0.312
GJ 504 b,GJ 504,Imaging,1,510.0,,510.0,,0.28,6234.0,,1.22
GJ 514 b,GJ 514,Radial Velocity,1,202.0,0.28,202.0,0.45,-0.14,3728.0,0.5,0.51
GJ 720 A b,GJ 720 A,Radial Velocity,1,401.0,,401.0,0.12,-0.14,3837.0,0.56,0.57
GJ 724 b,GJ 724,Radial Velocity,1,611.0,23.32,611.0,0.577,-0.02,3799.0,0.52226,0.5271
GJ 740 b,GJ 740,Radial Velocity,1,829.0,79.0,829.0,0.24,0.08,3913.0,0.56,0.58
GJ 806 b,GJ 806,Transit,1,940.0,130.0,940.0,,-0.28,3600.0,0.4144,0.413
GJ 806 c,GJ 806,Radial Velocity,1,490.0,9.5,490.0,,-0.28,3600.0,0.4144,0.413
GJ 887 b,GJ 887,Radial Velocity,1,468.0,7.95,468.0,0.0,-0.06,3688.0,0.4712,0.489
GJ 887 c,GJ 887,Radial Velocity,1,352.0,2.56,352.0,,-0.06,3688.0,0.4712,0.489
GJ 9689 b,GJ 9689,Radial Velocity,1,453.04,,453.04,0.29,0.05,3836.0,0.57,0.59
GJ 9827 b,GJ 9827,Transit,1,1035.01,,1035.01,,-0.29,4236.0,0.58,0.62
GJ 9827 c,GJ 9827,Transit,1,715.94,,715.94,,-0.29,4236.0,0.58,0.62
GJ 9827 d,GJ 9827,Transit,1,675.0,34.9,675.0,,-0.29,4236.0,0.58,0.62
GPX-1 b,GPX-1,Transit,1,2300.0,4650.0,2300.0,0.0,0.35,7000.0,1.56,1.68
GQ Lup b,GQ Lup,Imaging,1,2650.0,,2650.0,,,,,0.7
GSC 06214-00210 b,GSC 06214-00210,Imaging,1,2300.0,,2300.0,,,4200.0,,0.9
GU Psc b,GU Psc,Imaging,1,1050.0,,1050.0,,0.1,,,0.325
Gl 378 b,Gl 378,Radial Velocity,1,830.0,,830.0,0.109,0.06,3879.0,0.56,0.56
Gliese 12 b,Gliese 12,Transit,1,314.6,1.62,314.6,0.5,-0.32,3296.0,0.2617,0.2414
HAT-P-1 b,HAT-P-1,Transit,1,1322.0,,1322.0,,0.13,5980.0,1.174,1.151
HAT-P-12 b,HAT-P-12,Transit,1,963.0,,963.0,0.0,-0.29,4650.0,0.701,0.733
HAT-P-16 b,HAT-P-16,Transit,1,1626.0,,1626.0,0.036,0.17,6158.0,1.237,1.218
HAT-P-18 b,HAT-P-18,Transit,1,852.0,,852.0,0.084,0.1,4803.0,0.749,0.77
HAT-P-19 b,HAT-P-19,Transit,1,981.2,154.0,981.2,,0.166,4962.0,0.773,0.807
HAT-P-20 b,HAT-P-20,Transit,1,970.0,,970.0,0.015,0.35,4595.0,0.694,0.756
HAT-P-23 b,HAT-P-23,Transit,1,2056.0,,2056.0,0.106,0.15,5905.0,1.203,1.13
HAT-P-25 b,HAT-P-25,Transit,1,1182.0,325.0,1182.0,0.023,0.294,5519.0,0.919,1.012
HAT-P-28 b,HAT-P-28,Transit,1,1384.0,,1384.0,0.051,0.12,5680.0,1.103,1.025
HAT-P-32 b,HAT-P-32,Transit,1,1835.7,1841.0,1835.7,0.159,-0.16,6001.0,1.367,1.132
HAT-P-36 b,HAT-P-36,Transit,1,1780.97,,1780.97,,,5620.0,1.041,1.03
HAT-P-37 b,HAT-P-37,Transit,1,1271.0,,1271.0,0.058,0.03,5500.0,0.877,0.929
HAT-P-38 b,HAT-P-38,Transit,1,1082.0,,1082.0,0.067,0.06,5330.0,0.923,0.886
HAT-P-39 b,HAT-P-39,Transit,1,1752.0,,1752.0,0.0,0.19,6430.0,1.625,1.404
HAT-P-4 b,HAT-P-4,Transit,1,1686.0,,1686.0,0.0,,5860.0,1.596,1.248
HAT-P-42 b,HAT-P-42,Transit,1,1428.0,,1428.0,0.0,0.27,5743.0,1.53,1.178
HAT-P-43 b,HAT-P-43,Transit,1,1353.0,,1353.0,,0.2,5693.0,1.08,1.03
HAT-P-44 b,HAT-P-44,Transit,1,1108.0,,1108.0,0.044,0.33,5295.0,0.949,0.942
HAT-P-45 b,HAT-P-45,Transit,1,1652.0,,1652.0,0.049,0.07,6330.0,1.319,1.259
HAT-P-46 b,HAT-P-46,Transit,1,1458.0,,1458.0,0.123,0.3,6120.0,1.396,1.284
HAT-P-50 b,HAT-P-50,Transit,1,1862.0,,1862.0,0.115,-0.18,6280.0,1.698,1.273
HAT-P-51 b,HAT-P-51,Transit,1,1168.2,310.0,1168.2,,0.302,5453.0,0.995,0.961
HAT-P-52 b,HAT-P-52,Transit,1,1218.0,,1218.0,0.047,0.28,5131.0,0.893,0.887
HAT-P-53 b,HAT-P-53,Transit,1,1778.0,,1778.0,0.134,0.0,5956.0,1.209,1.093
HAT-P-54 b,HAT-P-54,Transit,1,818.0,,818.0,0.074,-0.127,4390.0,0.617,0.645
HAT-P-55 b,HAT-P-55,Transit,1,1367.0,583.0,1367.0,,0.003,5804.0,1.105,1.028
HAT-P-58 b,HAT-P-58,Transit,1,1622.0,1146.0,1622.0,0.073,-0.224,6078.0,1.53,1.031
HAT-P-59 b,HAT-P-59,Transit,1,1277.8,441.4,1277.8,0.03,0.217,5678.0,1.1038,1.008
HAT-P-60 b,HAT-P-60,Transit,1,1772.0,1634.0,1772.0,0.25,0.037,6212.0,2.197,1.435
HAT-P-61 b,HAT-P-61,Transit,1,1505.0,849.5,1505.0,0.113,0.194,5587.0,0.938,1.004
HAT-P-62 b,HAT-P-62,Transit,1,1512.0,867.2,1512.0,0.101,0.414,5629.0,1.17,1.023
HAT-P-63 b,HAT-P-63,Transit,1,1237.0,387.4,1237.0,0.069,0.251,5400.0,0.9661,0.925
HAT-P-64 b,HAT-P-64,Transit,1,1766.0,1611.0,1766.0,0.101,-0.113,6457.0,1.735,1.298
HAT-P-65 b,HAT-P-65,Transit,1,1818.0,1821.0,1818.0,,0.208,5872.0,1.666,1.297
HAT-P-66 b,HAT-P-66,Transit,1,1896.0,,1896.0,0.09,0.035,6002.0,1.881,1.255
HAT-P-67 b,HAT-P-67,Transit,1,1903.0,,1903.0,0.0,-0.08,6406.0,2.546,1.642
HAT-P-68 b,HAT-P-68,Transit,1,1027.8,184.8,1027.8,0.041,-0.059,4508.0,0.6701,0.6785
HAT-P-69 b,HAT-P-69,Transit,1,1930.0,,1930.0,0.0,-0.069,7394.0,1.926,1.648
HAT-P-70 b,HAT-P-70,Transit,1,2562.0,,2562.0,0.0,-0.059,8450.0,1.858,1.89
HAT-P-9 b,HAT-P-9,Transit,1,1540.0,931.0,1540.0,0.084,0.12,6350.0,1.338,1.281
HATS-1 b,HATS-1,Transit,1,1359.0,,1359.0,0.12,-0.06,5870.0,1.038,0.986
HATS-10 b,HATS-10,Transit,1,1407.0,,1407.0,0.501,0.15,5880.0,1.105,1.101
HATS-11 b,HATS-11,Transit,1,1596.0,,1596.0,,0.03,6563.0,1.54,1.33
HATS-12 b,HATS-12,Transit,1,1446.0,,1446.0,,-0.1,6357.0,1.17,1.16
HATS-13 b,HATS-13,Transit,1,1244.0,,1244.0,0.181,0.05,5523.0,0.887,0.962
HATS-14 b,HATS-14,Transit,1,1276.0,,1276.0,0.142,0.33,5346.0,0.933,0.967
HATS-15 b,HATS-15,Transit,1,1505.0,,1505.0,0.126,0.0,5311.0,0.922,0.871
HATS-16 b,HATS-16,Transit,1,1592.0,,1592.0,0.0,-0.1,5738.0,1.238,0.97
HATS-17 b,HATS-17,Transit,1,814.0,72.7,814.0,0.029,0.3,5846.0,1.091,1.131
HATS-18 b,HATS-18,Transit,1,2069.48,,2069.48,,,5600.0,1.02,1.037
HATS-2 b,HATS-2,Transit,1,1550.0,,1550.0,,,,0.876,0.904
HATS-22 b,HATS-22,Transit,1,858.0,,858.0,0.079,0.0,4803.0,0.689,0.759
HATS-23 b,HATS-23,Transit,1,1654.0,,1654.0,0.114,0.28,5780.0,1.199,1.121
HATS-24 b,HATS-24,Transit,1,2166.0,,2166.0,0.0,-0.229,6125.0,1.12,1.07
HATS-25 b,HATS-25,Transit,1,1277.0,,1277.0,0.176,0.02,5715.0,1.107,0.994
HATS-26 b,HATS-26,Transit,1,1918.0,,1918.0,0.245,-0.02,6071.0,2.04,1.299
HATS-27 b,HATS-27,Transit,1,1659.0,,1659.0,0.581,0.09,6438.0,1.74,1.415
HATS-28 b,HATS-28,Transit,1,1253.0,,1253.0,0.202,0.01,5498.0,0.922,0.929
HATS-29 b,HATS-29,Transit,1,1212.0,,1212.0,0.158,0.16,5670.0,1.073,1.032
HATS-3 b,HATS-3,Transit,1,1648.0,,1648.0,0.0,-0.157,6351.0,1.404,1.209
HATS-30 b,HATS-30,Transit,1,1414.0,,1414.0,0.096,0.06,5943.0,1.061,1.093
HATS-31 b,HATS-31,Transit,1,1823.0,,1823.0,0.233,0.0,6050.0,1.87,1.275
HATS-32 b,HATS-32,Transit,1,1437.0,,1437.0,0.471,0.39,5700.0,1.097,1.099
HATS-33 b,HATS-33,Transit,1,1429.0,,1429.0,0.08,0.29,5659.0,1.022,1.062
HATS-34 b,HATS-34,Transit,1,1445.0,,1445.0,0.108,0.25,5380.0,0.98,0.955
HATS-35 b,HATS-35,Transit,1,2037.0,,2037.0,0.306,0.21,6300.0,1.433,1.317
HATS-36 b,HATS-36,Transit,1,1203.0,,1203.0,,0.15,5950.0,1.1,1.1
HATS-37 A b,HATS-37 A,Transit,1,1085.0,229.7,1085.0,0.0,0.051,5326.0,0.877,0.843
HATS-38 b,HATS-38,Transit,1,1294.0,464.7,1294.0,0.0,-0.102,5732.0,1.105,0.89
HATS-39 b,HATS-39,Transit,1,1645.0,,1645.0,0.275,0.0,6572.0,1.621,1.379
HATS-4 b,HATS-4,Transit,1,1315.0,,1315.0,0.013,0.43,5403.0,0.925,1.001
HATS-40 b,HATS-40,Transit,1,2101.0,,2101.0,0.312,0.01,6460.0,2.26,1.561
HATS-41 b,HATS-41,Transit,1,1710.0,,1710.0,0.38,0.47,6424.0,1.71,1.496
HATS-42 b,HATS-42,Transit,1,1856.0,,1856.0,0.229,0.22,6060.0,1.48,1.273
HATS-43 b,HATS-43,Transit,1,1003.0,,1003.0,0.173,0.05,5099.0,0.812,0.837
HATS-44 b,HATS-44,Transit,1,1161.0,,1161.0,0.279,0.32,5080.0,0.847,0.86
HATS-45 b,HATS-45,Transit,1,1518.0,,1518.0,0.24,0.02,6450.0,1.315,1.272
HATS-46 b,HATS-46,Transit,1,1054.0,,1054.0,0.559,-0.06,5495.0,0.853,0.917
HATS-47 b,HATS-47,Transit,1,852.9,87.73,852.9,0.088,-0.113,4512.0,0.6564,0.674
HATS-48 A b,HATS-48 A,Transit,1,954.6,137.6,954.6,0.162,0.186,4546.0,0.7152,0.7279
HATS-49 b,HATS-49,Transit,1,834.8,80.45,834.8,0.071,0.208,4405.0,0.6977,0.7133
HATS-5 b,HATS-5,Transit,1,1025.0,,1025.0,0.019,0.19,5304.0,0.871,0.936
HATS-51 b,HATS-51,Transit,1,1553.0,,1553.0,0.33,,5758.0,1.44,1.187
HATS-52 b,HATS-52,Transit,1,1834.0,,1834.0,0.246,,6010.0,1.046,1.111
HATS-53 b,HATS-53,Transit,1,1312.0,,1312.0,0.33,,5644.0,1.101,0.964
HATS-54 b,HATS-54,Transit,1,1429.0,,1429.0,0.0,0.37,5621.0,1.23,1.05
HATS-55 b,HATS-55,Transit,1,1367.0,,1367.0,0.092,0.108,6214.0,1.126,1.1955
HATS-56 b,HATS-56,Transit,1,1902.0,,1902.0,0.019,0.19,6536.0,2.201,1.573
HATS-57 b,HATS-57,Transit,1,1413.4,,1413.4,0.028,0.268,5587.0,0.96,1.026
HATS-58 A b,HATS-58 A,Transit,1,1721.0,,1721.0,0.168,,7175.0,1.433,1.461
HATS-59 b,HATS-59,Transit,1,1128.0,269.0,1128.0,0.129,0.18,5670.0,1.036,1.038
HATS-59 c,HATS-59,Radial Velocity,1,175.9,0.159,175.9,0.083,0.18,5670.0,1.036,1.038
HATS-6 b,HATS-6,Transit,1,712.8,,712.8,0.0,0.2,3724.0,0.57,0.574
HATS-60 b,HATS-60,Transit,1,1528.0,903.9,1528.0,0.191,0.335,5688.0,1.46,1.097
HATS-61 b,HATS-61,Transit,1,1226.1,374.2,1226.1,0.092,0.247,5542.0,1.664,1.076
HATS-62 b,HATS-62,Transit,1,1237.0,387.4,1237.0,0.298,0.133,5416.0,0.933,0.896
HATS-63 b,HATS-63,Transit,1,1398.3,634.1,1398.3,0.136,0.081,5627.0,1.07,0.931
HATS-64 b,HATS-64,Transit,1,1793.0,1711.0,1793.0,0.151,0.22,6554.0,2.113,1.564
HATS-65 b,HATS-65,Transit,1,1634.0,1178.0,1634.0,0.062,0.199,6277.0,1.31,1.257
HATS-66 b,HATS-66,Transit,1,1998.0,2637.0,1998.0,0.064,-0.017,6626.0,1.841,1.411
HATS-67 b,HATS-67,Transit,1,2193.0,3821.0,2193.0,0.057,0.332,6594.0,1.441,1.435
HATS-68 b,HATS-68,Transit,1,1741.0,1521.0,1741.0,0.036,0.21,6147.0,1.748,1.351
HATS-69 b,HATS-69,Transit,1,1295.7,466.6,1295.7,0.519,0.377,5137.0,0.8785,0.892
HATS-7 b,HATS-7,Transit,1,1084.0,,1084.0,0.17,0.25,4985.0,0.815,0.849
HATS-70 b,HATS-70,Transit,1,2730.0,9110.0,2730.0,0.18,0.041,7930.0,1.881,1.78
HATS-71 b,HATS-71,Transit,1,586.8,,586.8,0.0,0.17,3405.0,0.4783,0.4861
HATS-72 b,HATS-72,Transit,1,739.3,49.58,739.3,0.013,0.099,4656.1,0.7214,0.7311
HATS-74 A b,HATS-74 A,Transit,1,895.1,106.9,895.1,0.044,0.514,3776.9,0.5758,0.601
HATS-75 b,HATS-75,Transit,1,772.3,59.26,772.3,0.064,0.522,3790.4,0.5848,0.6017
HATS-76 b,HATS-76,Transit,1,939.8,129.8,939.8,0.062,0.322,4016.0,0.6259,0.662
HATS-77 b,HATS-77,Transit,1,828.3,78.37,828.3,0.045,0.253,4071.0,0.6428,0.655
HATS-8 b,HATS-8,Transit,1,1324.0,,1324.0,0.376,0.21,5679.0,1.086,1.056
